text,date,
 https://www.btalah.com/showthread.php?t=583556,08-2014,
 https://www.btalah.com/t586217.html,08-2014,
 اذكر بشغلي السابق في مصري بالحسابات العامه الله ينتقم لي منهمسوي نفسه ثقيل دم وانه محافظ على فلوس الشركه ومدري ايشومايكلم بناتداااااااااااااايم اتهاوش معهومره عصب علي عشان مامررت له مصلحته بلأستقبال جيب زوجته ويبي يدخلها بسرعه على الدكتور وانا مطنشه قلت له بالدورعصب وفوق هذا جاب لي خمس ميه يبيني اصرف له لأني كنت اشتغل استقبال مثل الكاشير وكنت ادخل التامينويطلع الباقي على المريض يدفعه والباقي على التامينيانه ها المصري كرته على حركاتاغلبيه المصريين وسخينحعلهم بالمرضضضضضضضضضضضضضضضوالحين الي عرفت اخباره انه صار مدير الماليهطماع ومدير ماليهاجتمعت والله,09-2014,
 اقتباس:المشاركة الأصلية كتبت بواسطة بنان لأمورهاذكر بشغلي السابق في مصري بالحسابات العامه الله ينتقم لي منهمسوي نفسه ثقيل دم وانه محافظ على فلوس الشركه ومدري ايشومايكلم بناتداااااااااااااايم اتهاوش معهومره عصب علي عشان مامررت له مصلحته بلأستقبال جيب زوجته ويبي يدخلها بسرعه على الدكتور وانا مطنشه قلت له بالدورعصب وفوق هذا جاب لي خمس ميه يبيني اصرف له لأني كنت اشتغل استقبال مثل الكاشير وكنت ادخل التامينويطلع الباقي على المريض يدفعه والباقي على التامينيانه ها المصري كرته على حركاتاغلبيه المصريين وسخينحعلهم بالمرضضضضضضضضضضضضضضضوالحين الي عرفت اخباره انه صار مدير الماليهطماع ومدير ماليهاجتمعت واللهاضمني الخبرة واسحبي عليهم وتحصلين مكان افضل منهم ,09-2014,
 لأجانب هم كذاياما واجهت اجانب لعينيين مره السنتهم طوييييييييييييييييلهالله لا يردهم دامهم كذا,11-2014,
 انا موظفة استقبال وزميلي بالعمل اجنبي و مابفهم من كلامه وهو قديم بالمنشأة وانا لسى ماصارلي شهر اليوم رفع صوته عليا وقالي انتي ماتفهميش مرره عصبني 😓,11-2014,
 أغلب الشركات مدرائها أجانب ، وكأن مافيه سعوديين يفهمون ..  حسبنا الله عليهم .. ويجيك الأجنبي يتفلسف ويستقعد  للسعوديين وهو ماكل من خير بلادهم ..     كله يهون عند  قصص التحرش اللي نسمعها ..   لكن الحره ماتسكت ع التحرش ، علما انها لو اشتكت لوزارة العمل بينصفونها ، رغم ان وزارة العمل هي من فتح الطريق للاجانب انهم يصير لهم طريق ع عيال البلد ..   الله لايكتب لي وظيفه يجي  مديري أجنبي مهما كانت ..,11-2014,
 او او او  الاجانب الاجانب والله ثم والله لو ما انطردو من  هذه البلد يا شيخ يمكن يستحلوهاالله ياخذ الاجانب نفسي اصير مدير  ويكون عندي اجانب  والله  خليهم يعرفون ان الله حق,11-2014,
 وفيها بعض السعودييين المدارء ودك تحطها تحت كفر السياره وتدعس راسه  الاجانبي نقول مو من اهل البلد لكن  يوم الي يايجالسك برزق سعودي مثلك مثله,01-2015,
 موضوع رائع لكن لااااااااااااااااا,02-2015,
 لا حياة لمن تنادي,02-2015,
 الأجنبي بالذات المصري يأتي من بلدة على الشركة الي انا فيها,02-2015,
 ويسوي فيها عنتر وهو جدددددديددددد ياناس وراتبه اعلى من الموظف السعودي,02-2015,
 شركة غريبه عجيبة  لاكن الشكوى لله,02-2015,
 حسبي الله ونعم الوكيل انا موظف في مصر وليس في السعوديه,02-2015,
 بقولكم قصتي أنا موظفة جديدة ؛ أول 3 شهور تكون لي وحدة معاي تعلمني على الشغل و كذة ؛ اللي صارت من نصيبي هندية هندوسية الله يهديها زي المغص بالضبط ؛ تتخيلو إنها قالت لي انتي غبية ؛ و قالت لكل اللي بالقسم اني هبلة و ماعرف شي ؛ و تروح تفتن علي عند المدير ؛ و تقوله أشياء أنا ماسويتها على شان تبيض وجهها عند المدير؛ و المصيبة المدير يصدقها لأنها هي اقدم مني ؛ و تجي تنفخ علي و اروح اشتكي عليها عنده و يقولي المدير يمكن كانت معصبة او كذة لاتأخذكم الأشياء و المشاكل شخصياً ؛ يعني بذمتكم وحدة تقولي انتي غبية مآخذها شخصياً ؛ لا و من وحدة هندية كمان؛ يعني ماكفاها السعودية جابتها و شغلتها عندها و تصرف عليها و عاطيتها سكن؛ و فوق كل هذا هي هندية يعني ضيفة على السعودية المفترض تحترم المواطنين السعوديين مهما كان منصبها تحترمنا؛ وش أقول بس ؛ بعد ماطولتها معاي رحت للمدير و اشتكيت مرة ثانية قالي ماراح اغيرها لك؛ قلت له أوكيه خلاص انا بستقيل ؛ قالي الامر راجع لك؛ و لا بعد أزيدكم من الشعر بيت المدير مو سعودي ؛ مالت على هالشركة و على نظامها العفن؛ اللي صار قدمت استقالتي و لسة ساكتين ماقالو لي قبلوها او ماقبلوها ؛ و انا وقفت عن العمل؛ و اشتكيت عليها و على المدير و لسة اسمي موجود بالتأمينات و لسة قاعدين يستفيدو مني  و بس ,02-2015,
 اقتباس:المشاركة الأصلية كتبت بواسطة متورط جديدبقولكم قصتي أنا موظفة جديدة ؛ أول 3 شهور تكون لي وحدة معاي تعلمني على الشغل و كذة ؛ اللي صارت من نصيبي هندية هندوسية الله يهديها زي المغص بالضبط ؛ تتخيلو إنها قالت لي انتي غبية ؛ و قالت لكل اللي بالقسم اني هبلة و ماعرف شي ؛ و تروح تفتن علي عند المدير ؛ و تقوله أشياء أنا ماسويتها على شان تبيض وجهها عند المدير؛ و المصيبة المدير يصدقها لأنها هي اقدم مني ؛ و تجي تنفخ علي و اروح اشتكي عليها عنده و يقولي المدير يمكن كانت معصبة او كذة لاتأخذكم الأشياء و المشاكل شخصياً ؛ يعني بذمتكم وحدة تقولي انتي غبية مآخذها شخصياً ؛ لا و من وحدة هندية كمان؛ يعني ماكفاها السعودية جابتها و شغلتها عندها و تصرف عليها و عاطيتها سكن؛ و فوق كل هذا هي هندية يعني ضيفة على السعودية المفترض تحترم المواطنين السعوديين مهما كان منصبها تحترمنا؛ وش أقول بس ؛ بعد ماطولتها معاي رحت للمدير و اشتكيت مرة ثانية قالي ماراح اغيرها لك؛ قلت له أوكيه خلاص انا بستقيل ؛ قالي الامر راجع لك؛ و لا بعد أزيدكم من الشعر بيت المدير مو سعودي ؛ مالت على هالشركة و على نظامها العفن؛ اللي صار قدمت استقالتي و لسة ساكتين ماقالو لي قبلوها او ماقبلوها ؛ و انا وقفت عن العمل؛ و اشتكيت عليها و على المدير و لسة اسمي موجود بالتأمينات و لسة قاعدين يستفيدو مني  و بس اختي اذا كنتي جازمه على الاستقاله  روحي للتأمينات وسقطي اسمك بيوم واحد   ولاتخلينهم يستفيدون من اسمك    حسبي الله علي هالهندية المعفنه ومديرها   الله يرزقك  بوظيفة افضل منها,02-2015,
" باختصار   قبل 7 سنوات كنت  موظف قطاع خاص بشركة لها ثقلها بالمملكةوالمدير مصري مهمها قلة فيه ما راح اوفيه حقه من الخسهالمهم كل يوم يزيد كرهي له , ونظام الشغل شفتاتوفي يوم من الايام جاني وقالي شفتك غيرناه لاتنسى بطريقة استفزازيةوقتها كنت مضغوط نفسياً , انتظرت لين ينتهي الدوام وحشرته خارج الدوام وطلعت حرة كل هالسنين في ساعهاجرمت في حقه اجرام ويمكن اخذت حق كل زملائي بالعمل النهاية توقفت اسبوع ومع الواسطات ودفعت له مبلغ 5الآلف ريالوتنازل قبل تحال القضية للشرع وتم طي قيدي من الشركةلكن بعد كم سنه صادفت زميل لي في العمل وسألت عن المدير قال كفشوه على اختلاس مبلغ وسفروه ,قام يبيع فول بشوارع القاهره رجع لمهنتة السابقةهذي قصتي المختصره مع الاجانب",02-2015,
 متى يحطون سلم الرواتب للقطاع الخاص حق السعودي مظلوم,02-2015,
 انا موظف في شركة لا تجيت الدوام تحس نفسك في لبنان ...؟,03-2015,
 السلام عليكمكيفكم ان شاء الله بخيرنبدا بالتفاصيل من الاول الى الاخراشتغلت في شركة بالخبر حي البندرية في برج الراشد الدور 9 ولهم بعد الدور 10نبتدي جيت لهم في شهر 1 بميلادي في تاريخ 18 اول يوم لي دخلت وسملت على مديرهموعطاني عقد مسوين نفسهم اذكياء العقد بالانقليزي قريت حبة حبة وانبة شباب والبناتالي لغتة مو قوية لايوقع على شي بالعقد او يجيب معاه احد يعرف اتقليزي كويس اويقول لهم ترجموة عربي اصلن اشك اذا ترجموة صح كان المهم طلعت الوظيفة ممثلعلاقات حكومية ولا فهمني مديرهم اسمة سلمان انة مثل المعقب وعطيتة اوراقكاملة انة عندي دبلوم ودورات حاسب وقالي بيدخلها بالكمبيوتر فوق كذا جلسيهايط يقول مانقبل احد مدعوم من الموارد البشرية هدف طنشتة ما اهتميت لي كلامة وهو انقهر وقعت العقد واول يوم كان عادي بحكم اني جديد بالشركة اسمهاالبلاد العربية بدور9 مرت الايام وجاء راتب وجاني نصف راتب لاكن قبلها بي 4 ايامعطيتة الايبان حق صرافة الي اخذها فلبيني خكري محاسب بعدها فلبيني شايبعطاني ورقة مكتوب بالعربي راتب تفاصيل والموهل ثانوي ومفروض مديرهم يكتبدبلوم بس يبي يستفيد مني من صندق موارد البشرية علشان يدفعون هم نصفراتب بس الموارد نص ثاني رحت لة وقالي في ناس تستلم رواتب قوية بالثانويقلت لة ابي تغيرها لي بي دبلوم ليش تحطون ثانوي وجلس يصرف ويقول بعدالفترة التجربية ومر اسبوع في شهر 2 مبلادي ودينا اوراق وصدقنا اوراق شغلةهاذي لي عندهم ثانوي ماتنفع لي دبلوم الحين نجي لي واحد فلسطيني مشرف علاقات حكومية يتهاوش معا السعوديين وبعدها يروح لي مدير يقول تكلموعلي علشان يطلع انة مسكين وهو حيوان وقذر اسمة محمد عمر دب مثل البقرة الحلوبتهاوشت معا جلس يهايط ورديت علية سكتة يقول ليش تطلع يبي يسوي نفسة قويتدرون ليش لنة ما لعنت خيرة من قبل طنشتة وهو يفكر اني خايف منة اول جلس يهايطيقول الصوت رديت علية في غرفة المدير قلت لة اي واحد عندة صوت بس قليل الي قدةاهم شي يخلص شغلة مدير قال لي فلسطيني الولد عرف يسكتك بعدها حقد البقرةالحلوب ورديت علية وقت ظهر وهاوشتة قلت لة اطلع على كيفي مو انت ولا عشرةمثلك يقولون وين رحت والي جنبي زبيرين هطوف يتكلم عليهم وساكتين ماعندهم شخصيةواليوم الي بعدة رحت قلت لمديرهم الغامدي سلمان طلع ولد حرام فلسطيني علم عليقبل ما اعلم علية علشان يطلع قدام مدير انة مسكين وقلت لي مدير اذا لايجلس هايطارد علية وما يقدر يسوي شي يخسى قال مدير هذي اعصابك وانا ما ارضي تصير مشلكة لنهو مشرف قلت مشرف على نفسة مايجلس يهايط قدام شباب مفكر انة بيخوني ابو فيزاويعدها صار الفلسطيني الكلب ما يغلط علي وماشي مثل ساعه قذر ومر اسبوع ورجعتكلمت مديرهم يعني في شهر 1 اشتغلت اسبوعين و شهر 2 اشتغلت اسبوعين يعني اخذتراتب اخر اسبوعين من شهر1 واخذت راتب اول اسبوعين من شهر 2 الي زايد2 صارت 16يوم لني ما داومت شهر كامل نرجع لي مدير نصاب كلمتة قلت عندي شهادة دبلوم حاسبغيرني من هالوظيفة المعقب اقل شي خلني مدخل بيانات تدرون وش قال قالي لية ما قلتلي من اول يوم قلت لك جبت شهاداتي وجلس يصرف يقول تقدير ومدري ايشيخربط وقلت لة بتغيرني ولا لا جلس يصرفني يقول بعد ماتخلص 3 شهور طلع كذاب يبي يستفيد مني اصدق اوارق ويستفيد بعد من برنامج هذف الي بيدفعون نص راتب وهم نصقلت له عطني اخلاء طرف ما ابي اشتغل عندكم انتم تلفون وتدوزن مفكرين نفسكم اذكياءوقعت اخلاء طرف ومشيت وصرت انشب لهم كانو يصرفوني علشان مستحقات حقت 16 يومنشبت لهم وعلمت رئيس حقهم انة انهم يتهربون مايبون يعطون ورجعت نشبت لي مصريالي بدور 10 محاسب نصاب وكان يعطيني مشغول هددتة اكلم صاحب شركة وبعدها صار يرداسمة كريم واخذت حقوقي كاش واوقوال في نفسي هاذي شركة قذرة وكذابين يحبونمصلحتهم فقطالحين نجي ونقول لكم اشياء تقهر وترفع ضغطاول شركة البلاد العربية في الخبر حي البندرية في برج الراشد الدور 9موظف الاستقبال حضرمي مشرف العلاقات حكومية فلسطيني محاسبين 2 فلبينينامين صندوق ابو فسية هندي حق الكمبيوتر it هندي سكرتير فلبيني مسوي شنب مدير قسم غامدي وسعوديين مخلينهم معقبين والاجانب في دور 9 اكثرهم هنود بعدها يجيفلبن بعدها حضرمي فلسطيني سوداني لا وفوق كذا في باكستاني عنده الجنسيةالالمانيةومصري مبرمج كمبيوتر يلبس ثوب وشماغ يبي يسوي نفسة سعودي علشان لو جاء مكتبالعمل وجضرمي الي بالاستقبال لابس ثوب وشماغ وابوه مثلة نجي لي دور 10شركة اسمها BIG INTERNATIONAL GRUOP شركة هندية متعاقدة معهممحاسب مصري وشفت 3 فلبيني كل واحدد له مكتب وشفت بعد 3 هنود كل واحد له مكتبماشفت الا سعودي واحد شي يقهروالي يبي يتاكد يروح ويشوف بنفسة    ,03-2015,
 [align=center]السلام عليكماشكرك ع الطرح الجميل واللي نعاني فيه كأبناء وطن الخير أولا: اخواني لكم كل الاحترام ثانيا : اتمنى ان ننتبه للأ فاظ المهينه ثالثا: السوري الفلسطيني اللبناني المصري اليمني إلخ ليسو باجانب بل هم عرب رابعا: اصابع يدك مهي متساوية فلا نحكم بإجماع والان اسرد لكم قصتي بإختصار مع الحلول لكي تعم الفائدة وهذا هدف الموضوع عام 2007 توظفت لدى شركة مرموقة لبيع السيارات وكان مدير الفرع سعودي ويشجع السعوديين ع الشغل لكن كما تعرفون الغير سعودي يخاف ع مكانه في الشركة لانه كل سعودي ينجح ويثمر في العمل يترقى واذا ترقى وكان فيه غير سعودي شاغر المنصب ينحى وياخذها السعودي. <<< للتوظيح عشان تفهمون القصهالمهم اشتغلت من الشهر الاول ولله الحمد حققت التارقت المطلوب مني ومدير المبيعات كان لبناني وكان دايم يطلع عذر عشان يخصم من الراتب الشهري مره وانتم بكرامة يقول ليه لابس جزمة بنية مو سوداء ومره يقول لي ماسكرت الياقة مع العلم انه كنت عند جهاز البصمة ومادخلت للصالة فكنت امشي الموضوع لانه المدير العام مسافر لليابان عنده اجتماع ودورة المهم ماطول عليكم كان يترصد اتفه الاسباب عشان تزيد الملاحظات ويفصلني قبل الثلاثة اشهر طبعا انا قمت بعملي باكمل الوجه ولله الحمد وصرت ادقق ع اصغر التفاصيل ماعطيه فرصه طبعا كنت متدرب جمب لبناني فكان اللبناني مايعلمني ويقول لي بعدين وبعدين والسعودي لا دخل الصاله اقوم استقبله با بتسامة واوريه السيارات وعروضها فصارو يشترون من عندي بس للاسف ماكان عندي يوزر نيم فاظطريت اعطيها اللبناني لاكن تسجل نسبه لي في المبيعات بعد شهر من الدوام رجع مندوب مبيعات سعودي اسمه سعود طبعا ماقالو لي انه فيه سعودي بالمبيعات فطلبت اني انقل عنده عشان يدربني طبعا تكلمت معاه وكان مشجع لي وصرت اجيب له الزبائن فزعل اللبناني الان صار السعودي يحقق التارقت وانا معاه فقام اللبناني المدير نقلني الى موقع تسليم السيارات بحجة انه انا متدرب ولم اتم الثلاثة أشهر ليرى ايهما أفضل لي وبالطبع عذر اقبح من ذنب طبعا لك 3 أشهر وبعدها تلتزم بالعقد اكملت الشهر الثالث ولم تنتهي دورة المدير العام للصالة فأظطررت لترك الوظيفة .طبعا طلعت وتحسبت الله عليه فهوى اللي بيرد حقي ونفس الوقت قلت خيره والحمدلله ربي عوضني بأفضل وأحسن منها وبمسمى وظيفي أعلا أخي الموظف أنت اعمل ماعليك انتظم بالوقت وأنتظم بدقت عملك الله سبحانه وتعالى بيساعد كل من يلجأ اليه (أسعى ياعبد وأنا أسعى معك)الاستقرار الوظيفي هو الطريق الاول لشق طريق النجاح وعسى الله يوفقكم بأرقى المناصب لا تيأس فالمحاوله خير برهان تقبلو تحيتي وأعتذر عن الاطاله [/align],04-2015,
 انا اشكر على صاحب الموضوع وعلى رئيس القسم في تثبيت الموضوع وثاني شي انا متضرر من بعض اجانب في نفس الشركة الي انا بشتغل فيها تخيلوا انهم يجهلوا في النظام مكتب العمل زي انا طلبت اجازة الزواج 3 ايام يقول لا مافي اجازة الزواج يقول خذا من اجازة السنويه كيف هذا,04-2015,
 متابع وبأشاركم قصتي المرة الجاية... شكرا لفتح الموضوع وتثبيته ولازم يظل مثبت على طول,05-2015,
 لا حول ولا قوة إلا بالله,05-2015,
 لا حول ولا قوة إلا باللهالله يعينك,06-2015,
 ههه واللي مضايقه موظف سعودي !! ما يخاف اللهانا اشوف الموضوع عنصري ماله داعيان كان حصل من اجنبي مضايقات لسعودي مو معناته كل الأجانب مثله !!كلنا أبناء آدم هذا أولاوثانيا قبل نكون اوادم احنا مسلمينوما تحكمنا حدود بالديانةصحيح فيه أجانب يضايقون و برضو صحيح فيه سعوديين مثل الأجانبعن نفسي اشتغلت فيه شركات كثيرتضايقت نفسيا من مصري وتضايقت من فلسطيني و لبنانيبس ويشهد الله عليانه اكثر من تضايقت منه نفسيا وماديا وعمليا هو ابن بلدي السعوديلا نضحك على بعض جرب يكون رئيسك سعودي  خاصه لو كان بواسطهأنواع الحسد و التحشير والمضايقات ما اعمم كلامي بس كل جنسية فيها الصالح والطالحصحيح ان كان الموضوع يخص توطين الوظائف لا مانعفالاقربون أولى بالمعروففمو معقول اجوع ابنائي واشبع البعيد,09-2015,
" لا احد يجي يزايد علينا بالمبادئ والقيمفتح اذنك كويس انت وهو .. حنا نعتز ونفخر ونؤمن بالعروبية وبأخوانا العرب ولا نعتبرهم أجانب ( ولكن منكم من يريد تحريف سياق المعنى )اخوانا العرب والمسلمين لا مشكلة لدينا معهم ومن يدعي ذلك فهو مدلس. المسألة لا تتعلق بالعنصرية.المسألة بسيطة ولا تحتاج لتعقيد وشرح مطول. أهل البلد أولى بها. ونحن كمواطنين سعوديين أولى ببلدنا وهذا أمر طبيعي جدا.وما نراه للأسف هو سيل جارف من الوافدين سواءا العرب وغيرهم ( بالذات العجم ) وتشكيل لوبيات لمحاربة ابن الوطن , وهذه أصبحت ظاهرة لا يحق لأحد انكارها. حنا مو طراطير نتفرج على هالبلاوي ونسكت ولو تكلمنا يجي من يحرف سياق الموضوع!!حنا كمان عرب وكمان مسلمين ... مو كفار!!! طيب؟؟؟حتى لو كان صاحب القرار سعودي فذلك أهون لأنه في بلده , ولكن يعتبر متواطئ على بلده وأبناء بلده , كبعض المدراء والتجار .. هذا النوع من السعوديين لا وطنية له سوى الاسم وهو محسوب على الوافدين...ونحن كمواطنين نرفضهم جميعا",09-2015,
 الحمد لله فيه نسبة وعي كبيرة ومبشرة بين أبناء الوطن,09-2015,
 السلام عليكم يا جماعة الخير عندي سؤال ... هل يحق لشخص اجنبي معه اقامة ولكن أمه سعودية أن يعمل لدى شركتين ؟؟حيث الشركة الاولى ليس مسجل فيها بالتامينات .... وأما الثانية مسجل فيها بالتأمينات ... هل هي مخالفة؟ وكيف يتم التعامل معها ؟ اللي يجاوب يعطينا تجاربه او قانوني يعرف الانظمة وزارة العمل الله يسعدكمهل فيه طريقة يقدم شكوى عليه ؟؟,09-2015,
 للاسف ماتنحل الامور الحين عصر تويتر ونزل كم حساب عن شركتي وعملو منشن للمدرا وكلامهم مدعم بادله من صور وتسجيل اتصالات لكن لاحياة لمن تناديالبنت السعوديه تصبر لانو ماتلاقي بسهوله وضيفه ومحتاجه والمديره الاجنبيه مستغله الصلاحيات ولسانها اطول من ديرتها,10-2015,
 لا يحق له انه ...يشتغل وظيفتين ...قدمي شكوى لمكتب العمل .. وابشركم مو بس الأجانب ..حتى السعوديين بعد صاروا نفسيا,10-2015,
 هههههههههههههههههههههههههههههه,11-2015,
 السلام عليكم ،، عمتم مساءا موضوعي باختصار اني انتظر الوظيفة الحكومية منذو فترة ولمن جات صرت اتاخر واغيب ف قالوا التوظيف في الحكومة راح يتوقف لابعد الميزانية و رجعت اداوم زين ف الموظفين في المكتب الي انا فيه و المدير استغربو الغيابات وصار المدير يدقق في الثانية واعتذرت عن الموضوع وقلت ظروف خارجية ماعلمته بالسالفه وعدت فترة وعندنا موظف بداية عقده قبلي باسبوع بس للاسف انسان قذر ويسعى للمنصب والنجاح على حساب غيره ف صار العين الخفية للمدير و بغا يطير اكثر من واحد ولان تعاملي معه مش ولابد غسل مخ مديري ينقلني ولا يفصلني وحصل مبتغاه كلمني مديري ويقول بنقلك ولا بفصلك قلت ما يخالف لاني معتنز على الحكومية ويوم درا ان عقدي يبقاله شهر وعشر ايام قال بخليها انهاء عقد ولا خبرني خبر موظفين الموارد البشريه وعلموني وقالو تدارك نفسك ،،المهم قدمت استقالتي قبل نهاية عقد بشهر بحيث اني اتجنب الخصميات و اتجنب كلمة ( نهاية عقد ) في التامينات ولما قدمت الاستقاله قال لا ليش تقدمها اصبر شوي يمكن الادارة تجدد معك وهو حتى باخر رمق يبي يضرني المدير مصري و الموظف السوسه اردني ( فلسطيني ) << للاسف اوصخ عينه وتوه جاي الشاهد في الموضوع و زبدت الكلام : انا لو ماني مامل على الحكومية كان قطعو رزقي لذلك تجنبوا التعامل معهم باقصى الدرجات,12-2015,
 Hhuuuuuuzzzzu,01-2016,
" اول شيء السلام عليكم ورحمة اللهانا توظفت بشركة الكترونيات معروفه سعوديه وخليجية لمدة 4 شهور طبعا انجليزيتي كويسه والرياضيات والحسابات وكذلك الحاسب والبرامج اشتغلت كاشير بالعقد بس للأمانة اشتغلت كاشير وخدمة عملاء وصيانة وبائع ومسوق مابقيت شيء طبعا المدير مصري ونائب المدير مصري والمشرف بعدهم مصري , بداية الأمر لاقيت ضغوطات نفسية حيث أن شغلي الاساسي بسيط لكن يوكلون إلي مهام غيري واحيانا مهامهم لانهم لا يعرفون انجازها المهم طول الله اعماركم فكرت اشتكي او أصلح بلبله مثل باقي الزملاء معي بالعمل ’ لكن بما انني كنت طالب ولست بخسران شيء واخذها تجربه قلت بعطيهم اللي يريدون وزيادةصلحت لهم ماطلبوه وزيادة وشبكتها علاقه معاهم ومع جنسيات اخرى همدية ويمنية وأمين الصندوق كان هندي الكل يشتكي منه لانه يسبب عجوزات وللأمانه طول فترة عملي معه ماظهر معي عجز إلا خمسين ريال فاللي حاب أقوله انها تجربه حولة كسبت فيها ثقة الجميع وما اشتغلت فوق وقتي وبالعكس كنت اداوم احيانا 4 ساعات واحيانا اجازة زائدة فوق اجازتي الأصلية لأني كنت انجز المهام بشكل أبكر ولقيت منهم احترام وثقه الأجنبي سواء كان عربي او اعجمي لديهم نظرة مغايرة وهي أننا نسبب مشاكل أو بالأصح لا نصلح للعمل معهم لأنهم يروننا أصحاب الحق ونفرض انفسنا عليهم بحكم وطنيتنا وبهذا يلاقى الأجنبي مشاكل بعدم الإرتياح ويفضل ابن بلده ليس الكل فهناك الحاسد ومن نيته خبيثه ولكن هم قلة وأنوه اخواني واخواتي ان تعمل عملك على اكمل وجه واخدم غيرك بالقليل لتكسب الثقه أولا , وليخدمك الاخرون ثانيا اي سؤال انا بالخدمة",06-2016,
