NAME_OF_ITEM,TYPE_OF_ITEM,RARITY,TIER,GEAR_SCORE
Archaeologist's Armored Flintlock,Musket,Legendary,Tier V,500-600
Woodswarden,War Hammer,Legendary,Tier V,500-600
Inherent Truth,Bow,Legendary,Tier V,500-600
Firebinder,Fire Staff,Legendary,Tier V,500-600
Primeval Sinful Glare of the Ranger,Light Headwear,Epic,Tier V,500-600
Smooth Bone Ring,Jewelry - Ring,Legendary,Tier V,500-600
Keeper's Pendant,Jewelry - Amulet,Epic,Tier IV,500
Spear of the Outer Isles,Spear,Legendary,Tier V,500-600
Firevine Battlestaff,Fire Staff,Legendary,Tier V,500-600
Angry Earth Exterminator,Spear,Legendary,Tier V,500-600
Madman's Headhunter,Musket,Epic,Tier IV,500
Bow of the Enchantress,Bow,Epic,Tier IV,500
Reinforced Zealous Embrace of the Scholar,Light Headwear,Epic,Tier IV,500
Taiyings Heart,Ice Gauntlet,Epic,Tier IV,500
Accursed End,Hatchet,Epic,Tier IV,500
Tempest's Call,Bow,Epic,Tier IV,500
Frostforged Warhammer,War Hammer,Epic,Tier IV,500
Inner Peace,Great Axe,Epic,Tier IV,500
Flamewake,Fire Staff,Epic,Tier IV,500
Glowing Lifecrystal Staff,Life Staff,Epic,Tier IV,500
Dreadwake,Hatchet,Epic,Tier IV,500
Bloodline's Curse Earring,Jewelry - Earring,Epic,Tier IV,500
Band of Ocean's Oath,Jewelry - Ring,Epic,Tier IV,500
Farseer's Spear,Spear,Epic,Tier IV,500
Shard of Lithomancy,Jewelry - Earring,Epic,Tier IV,500
Promise of Power,Sword,Epic,Tier IV,500
The Edmund's Squire Token,Jewelry - Earring,Legendary,Tier V,500-600
Rapier of Forgotten Queens,Rapier,Epic,Tier IV,500
Felix Follow Token,Jewelry - Earring,Legendary,Tier V,500-600
Evangeline Prophecy Hook,Jewelry - Earring,Legendary,Tier V,500-600
The Faustina Charm,Jewelry - Earring,Legendary,Tier V,500-600
Seeker's Found Mascot,Jewelry - Earring,Epic,Tier V,500-600
The Fang of Fortuity,Jewelry - Earring,Epic,Tier V,500-600
Rudiger's Sail Hook,Jewelry - Earring,Legendary,Tier V,500-600
Starbound Rememberence Charm,Jewelry - Earring,Legendary,Tier V,500-600
Miner's Excavation Token,Jewelry - Earring,Legendary,Tier V,500-600
Saint Hernigus' Crystal Signet,Jewelry - Ring,Legendary,Tier V,500-600
Halona's Halo Mascot,Jewelry - Earring,Legendary,Tier V,500-600
Band of The Lost Pearl,Jewelry - Ring,Legendary,Tier V,500-600
Hoop of Hooter's Watch,Jewelry - Ring,Epic,Tier V,500-600
Band of The Blessed Stag,Jewelry - Ring,Epic,Tier V,500-600
Demon's Oracle Signet Ring,Jewelry - Ring,Legendary,Tier V,500-600
Voyage's Passage Token,Jewelry - Earring,Legendary,Tier V,500-600
The Serenity Starmetal Trinket,Jewelry - Earring,Epic,Tier V,500-600
The Ad Ventura's Charm,Jewelry - Earring,Epic,Tier V,500-600
Tarot's Ritual Trinket,Jewelry - Earring,Legendary,Tier V,500-600
Signet Ring of the Forger,Jewelry - Ring,Legendary,Tier V,500-600
Ring of Seadog's Watch,Jewelry - Ring,Legendary,Tier V,500-600
Band of Daemon Dusk,Jewelry - Ring,Legendary,Tier V,500-600
Herald's Finger Curse,Jewelry - Ring,Legendary,Tier V,500-600
Rudiger's Journey Band,Jewelry - Ring,Legendary,Tier V,500-600
Hoop of The Cursed Son,Jewelry - Ring,Epic,Tier V,500-600
Oath of Abiogenesis,Jewelry - Ring,Legendary,Tier V,500-600
Herald's Finger Curse,Jewelry - Ring,Legendary,Tier V,500-600
Saint's Pilgramage Hoop,Jewelry - Ring,Legendary,Tier V,500-600
Bloody Valentine's Ring,Jewelry - Ring,Legendary,Tier V,500-600
Signet of the Swamp,Jewelry - Ring,Legendary,Tier V,500-600
Traveller's Solace Band,Jewelry - Ring,Legendary,Tier V,500-600
Thrifter's Lost Diamond,Jewelry - Ring,Legendary,Tier V,500-600
Goldband of the High Herald,Jewelry - Ring,Legendary,Tier V,500-600
Archmagister's Piscatory Ring,Jewelry - Ring,Legendary,Tier V,500-600
Propergate,Jewelry - Ring,Legendary,Tier V,500-600
Silver Leaf,Jewelry - Ring,Legendary,Tier V,500-600
Hoop of Navarone,Jewelry - Ring,Legendary,Tier V,500-600
Beginning,Jewelry - Ring,Legendary,Tier V,500-600
The Dragonfly,Jewelry - Ring,Legendary,Tier V,500-600
Thorn,Jewelry - Ring,Legendary,Tier V,500-600
Diamond Heart,Jewelry - Amulet,Legendary,Tier V,500-600
Band of Obligations,Jewelry - Ring,Legendary,Tier V,500-600
Eyes in the Abyss,Jewelry - Amulet,Legendary,Tier V,500-600
Scorpian Stone,Jewelry - Amulet,Legendary,Tier V,500-600
Mangled Heart,Jewelry - Amulet,Legendary,Tier V,500-600
The Mark,Jewelry - Amulet,Legendary,Tier V,500-600
Treasure of the Pit,Jewelry - Amulet,Legendary,Tier V,500-600
Widower's Whisper,Jewelry - Amulet,Legendary,Tier V,500-600
Malachite Orb,Jewelry - Amulet,Legendary,Tier V,500-600
Scarab Rejuvination Crystal,Jewelry - Amulet,Legendary,Tier V,500-600
The Eye of Pithe Amulet,Jewelry - Amulet,Legendary,Tier V,500-600
Sola Fide Mascot,Jewelry - Amulet,Legendary,Tier V,500-600
Shadow Work Gloves of the Archmage,Light Glove,Legendary,Tier V,500-600
Chausses of Corrupted Rage,Heavy Legwear,Legendary,Tier V,500-600
Headdress of the Archmage,Light Headwear,Legendary,Tier V,500-600
Shamanic Breeches of the Archmage,Light Legwear,Legendary,Tier V,500-600
Sabaton of Corrupted Rage,Heavy Footwear,Legendary,Tier V,500-600
Shamanic Robes of the Archmage,Light Chestwear,Legendary,Tier V,500-600
Shadow Work Boots of the Archmage,Light Footwear,Legendary,Tier V,500-600
Horns of Corrupted Rage,Heavy Headwear,Legendary,Tier V,500-600
Carapace of Corrupted Rage,Heavy Chestwear,Legendary,Tier V,500-600
Highwayman’s Breeches,Medium Legwear,Legendary,Tier V,500-600
Highwayman’s Balaclava,Medium Headwear,Legendary,Tier V,500-600
Vambrace of Corrupted Rage,Heavy Glove,Legendary,Tier V,500-600
Highwayman’s Duster,Medium Chestwear,Legendary,Tier V,500-600
Talons of the Augur,Light Glove,Legendary,Tier V,500-600
Highwayman’s Boots,Medium Footwear,Legendary,Tier V,500-600
Highwayman’s Riding Gloves,Medium Glove,Legendary,Tier V,500-600
Winged Cuirass of the Augur,Light Chestwear,Legendary,Tier V,500-600
Cowl of the Augur,Light Headwear,Legendary,Tier V,500-600
Fletched Boots of the Augur,Light Footwear,Legendary,Tier V,500-600
Fletched Leggings of the Augur,Light Legwear,Legendary,Tier V,500-600
Harbinger of Evil,Heavy Footwear,Legendary,Tier V,500-600
Harbinger of Dusk,Heavy Chestwear,Legendary,Tier V,500-600
Harbinger of Death,Heavy Glove,Legendary,Tier V,500-600
Harbinger of Knightfall,Heavy Headwear,Legendary,Tier V,500-600
Harbinger of Gloom,Heavy Legwear,Legendary,Tier V,500-600
Harbinger of Extinction,Medium Legwear,Legendary,Tier V,500-600
Harbinger of Destruction,Medium Glove,Legendary,Tier V,500-600
Harbinger of Defeat,Medium Chestwear,Legendary,Tier V,500-600
Harbinger of Darkness,Medium Footwear,Legendary,Tier V,500-600
Harbinger of Desolation,Medium Headwear,Legendary,Tier V,500-600
Harbinger of Spirit,Light Glove,Legendary,Tier V,500-600
Ever Giving,Ice Gauntlet,Legendary,Tier V,500-600
Biting Resonance,Ice Gauntlet,Legendary,Tier V,500-600
Cold Stone,Ice Gauntlet,Legendary,Tier V,500-600
Sky Asunder,Spear,Epic,Tier V,500-600
Diarmud's Icy Grasp,Ice Gauntlet,Legendary,Tier V,500-600
Harbinger of Energy,Light Headwear,Legendary,Tier V,500-600
Weedkiller,Spear,Epic,Tier V,500-600
Wicked Spear of the West,Spear,Epic,Tier V,500-600
Waverush,Spear,Epic,Tier V,500-600
Veilstrike,Spear,Rare,Tier V,500-600
Valor's Spear,Spear,Epic,Tier V,500-600
Tempest's Whirling Fury,Spear,Rare,Tier V,500-600
Unjust Executer,Spear,Rare,Tier V,500-600
Temper Tantrum,Spear,Epic,Tier V,500-600
Tempered Expectations,Spear,Epic,Tier V,500-600
Stormsong,Spear,Epic,Tier V,500-600
Sprigganstrike,Spear,Epic,Tier V,500-600
Stormbound Conduit,Spear,Rare,Tier V,500-600
Spear of the Praetorian Guard,Spear,Rare,Tier V,500-600
Spear of the Cruel Mage,Spear,Epic,Tier V,500-600
Spear of the Corrupted Assault,Spear,Legendary,Tier V,500-600
Spear of Shattered Souls,Spear,Rare,Tier V,500-600
Spear of the First Snow,Spear,Rare,Tier V,500-600
Spear of Hades,Spear,Epic,Tier V,500-600
Spear of Malcontent,Spear,Rare,Tier V,500-600
Spear of Destiny,Spear,Epic,Tier V,500-600
Spear of Eternal Torment,Spear,Rare,Tier V,500-600
Rumbling Demise,Spear,Epic,Tier V,500-600
Siren Queen's Sparring Spear,Spear,Rare,Tier V,500-600
Shard of a Memory,Spear,Epic,Tier V,500-600
Farmer's Hope,Spear,Rare,Tier V,500-600
Galleon's Spearhead,Spear,Epic,Tier V,500-600
Corrupted Captain's Pike,Spear,Epic,Tier V,500-600
Cold-Blooded Killer,Spear,Epic,Tier V,500-600
Conqueror's Spear,Spear,Legendary,Tier V,500-600
Charge of the Empress,Spear,Epic,Tier V,500-600
Renewed Faith,Spear,Epic,Tier V,500-600
Pestillent Shortspear,Spear,Epic,Tier V,500-600
Phoenix's Flight,Spear,Rare,Tier V,500-600
Poseidon's Trident,Spear,Rare,Tier V,500-600
Chaos Spear,Spear,Legendary,Tier V,500-600
"Caudanthe, Fang of Serpens",Spear,Epic,Tier V,500-600
Blood Eagle Spear,Spear,Epic,Tier V,500-600
Azoth Imbued Spear,Spear,Epic,Tier V,500-600
Callous Javelin,Spear,Epic,Tier V,500-600
Brittle Longspear,Spear,Epic,Tier V,500-600
Blight's Spike,Spear,Epic,Tier V,500-600
Broadside Sticker,Spear,Epic,Tier V,500-600
Archaelogist's Defender,Spear,Epic,Tier V,500-600
Archon's Frozen Spear,Spear,Rare,Tier V,500-600
Anarchy,Spear,Epic,Tier V,500-600
Ancient Tidings,Spear,Epic,Tier V,500-600
Violent Dissent,Spear,Legendary,Tier IV,500
Alchemist's Pot Stirrer,Spear,Rare,Tier V,500-600
When They Come,Rapier,Epic,Tier V,500-600
Weightless Sabre,Rapier,Epic,Tier V,500-600
Wedding Tribute,Rapier,Epic,Tier V,500-600
Swan Song,Rapier,Legendary,Tier V,500-600
Wavepiercer,Rapier,Epic,Tier V,500-600
Wartorn Rapier,Rapier,Rare,Tier V,500-600
Veronica's Justice,Rapier,Epic,Tier V,500-600
Troubador,Rapier,Epic,Tier V,500-600
Slice n' Dice,Rapier,Rare,Tier V,500-600
Tour de Pain,Rapier,Epic,Tier V,500-600
Watcher's Dutybound Rapier,Rapier,Epic,Tier V,500-600
Queensguard,Rapier,Epic,Tier V,500-600
Piercing Cold,Rapier,Rare,Tier V,500-600
Putrid Fishbone,Rapier,Legendary,Tier V,500-600
Suave Swashbuckler's Rapier,Rapier,Epic,Tier V,500-600
Spriggan Slicer,Rapier,Epic,Tier V,500-600
Stormbreak,Rapier,Rare,Tier V,500-600
Isabella's Rapier,Rapier,Epic,Tier V,500-600
Southern Wind,Rapier,Epic,Tier V,500-600
Motherwell Wisher's Wand,Rapier,Legendary,Tier V,500-600
Soulneedle,Rapier,Epic,Tier V,500-600
Ode to the Fallen,Rapier,Uncommon,Tier V,500-600
Longevity,Rapier,Epic,Tier V,500-600
Last Hope,Rapier,Legendary,Tier V,500-600
Lightning Call,Rapier,Epic,Tier V,500-600
Lightning's Splendor,Rapier,Rare,Tier V,500-600
Jolly Roger's Rapier,Rapier,Epic,Tier V,500-600
Icicle,Rapier,Rare,Tier V,500-600
Last Blow,Rapier,Epic,Tier V,500-600
Hopelessness,Rapier,Rare,Tier V,500-600
Grandmaster Duelist's Rapier,Rapier,Epic,Tier V,500-600
Godfall,Rapier,Epic,Tier V,500-600
Harbinger of the End,Rapier,Rare,Tier V,500-600
Forever Frost,Rapier,Rare,Tier V,500-600
Foretold Fate,Rapier,Epic,Tier V,500-600
Fay's Covenant,Rapier,Legendary,Tier V,500-600
Flash of Light,Rapier,Rare,Tier V,500-600
Fleshsplicer's Rapier,Rapier,Epic,Tier V,500-600
Forgotten Remnant,Rapier,Rare,Tier V,500-600
First Mate's Rapier,Rapier,Epic,Tier V,500-600
Fever,Rapier,Rare,Tier V,500-600
Energized Ancient Rapier,Rapier,Rare,Tier V,500-600
Diplomacy,Rapier,Epic,Tier V,500-600
Darkforged Void Sabre,Rapier,Rare,Tier V,500-600
Coalesced Void Rapier,Rapier,Epic,Tier V,500-600
Changeling's Rapier,Rapier,Epic,Tier V,500-600
Dark Days,Rapier,Uncommon,Tier V,500-600
Bloodfeast,Rapier,Rare,Tier V,500-600
Blightprick,Rapier,Epic,Tier V,500-600
Burning Passion,Rapier,Epic,Tier V,500-600
Crème De La Crème,Rapier,Epic,Tier V,500-600
Stonerend,War Hammer,Legendary,Tier V,500-600
Taiying's Vengeance,War Hammer,Epic,Tier V,500-600
Storm's End,War Hammer,Epic,Tier V,500-600
Surrogate of Justice,War Hammer,Epic,Tier V,500-600
"Soulbreaker, Isabella's Power",War Hammer,Epic,Tier V,500-600
Steel to Blood,War Hammer,Epic,Tier V,500-600
Shard of Reality,War Hammer,Uncommon,Tier V,500-600
Spriggan's Grasp,War Hammer,Epic,Tier V,500-600
Soulforged Blight,War Hammer,Epic,Tier V,500-600
Spellsworn Maul,War Hammer,Rare,Tier V,500-600
Sarcosanct,War Hammer,Legendary,Tier V,500-600
Sacrificial Crusher,War Hammer,Uncommon,Tier V,500-600
Sacred Demise,War Hammer,Epic,Tier V,500-600
Rolling Thunder,War Hammer,Uncommon,Tier V,500-600
Restraint,War Hammer,Uncommon,Tier V,500-600
Residual Hate,War Hammer,Legendary,Tier V,500-600
Portalsmasher,War Hammer,Epic,Tier V,500-600
PLACE HOLDER Officer X's Burden,War Hammer,Epic,Tier V,500-600
Mirepaw's Fist,War Hammer,Legendary,Tier V,500-600
Ogre's Headcrusher,War Hammer,Epic,Tier V,500-600
Parabellum,War Hammer,Epic,Tier V,500-600
Obsidian Warhammer,War Hammer,Legendary,Tier V,500-600
Mjolnir,War Hammer,Uncommon,Tier V,500-600
Maul of the Cursed Exile,War Hammer,Epic,Tier V,500-600
Legacy of the Makers,War Hammer,Epic,Tier V,500-600
Persuader,War Hammer,Epic,Tier V,500-600
Judgement of Malevolence,War Hammer,Legendary,Tier V,500-600
Greenseer's Guide,War Hammer,Uncommon,Tier V,500-600
Gravekeeper,War Hammer,Rare,Tier V,500-600
Hammer of Justice,War Hammer,Epic,Tier V,500-600
Ancient Promise,War Hammer,Rare,Tier V,500-600
Tempered Disruption,Round Shield,Epic,Tier V,500-600
Adiana's Adjudicator,War Hammer,Epic,Tier V,500-600
Weary Traveler,Round Shield,Legendary,Tier V,500-600
Unrelenting Mercy,Round Shield,Epic,Tier V,500-600
Oath of the Pacifist,Round Shield,Rare,Tier V,500-600
Siren's Glissando,Round Shield,Epic,Tier V,500-600
With No Other,Kite Shield,Legendary,Tier V,500-600
Stability of the Mountain,Round Shield,Epic,Tier V,500-600
Motherwell Wisher's Coin,Round Shield,Epic,Tier V,500-600
Tolerant Hound,Kite Shield,Legendary,Tier V,500-600
Everlasting Shade,Kite Shield,Legendary,Tier V,500-600
Refuge,Kite Shield,Legendary,Tier V,500-600
Compulsion,Kite Shield,Legendary,Tier V,500-600
Warmage's Life Staff,Life Staff,Legendary,Tier V,500-600
The Grotto's Seed,Life Staff,Legendary,Tier V,500-600
Unspoken Desire,Life Staff,Epic,Tier V,500-600
Unholy Matrimony,Life Staff,Epic,Tier V,500-600
Tempest Forged Staff,Life Staff,Epic,Tier V,500-600
Tadeas's Curious Staff,Life Staff,Rare,Tier V,500-600
Salvation,Life Staff,Epic,Tier V,500-600
Staff of the Voidmaker,Life Staff,Rare,Tier V,500-600
Stormwhisper,Life Staff,Rare,Tier V,500-600
Taiying's Hope,Life Staff,Epic,Tier V,500-600
Staff of the Reawakener,Life Staff,Epic,Tier V,500-600
Song of Sorrow,Life Staff,Epic,Tier V,500-600
Staff of the Heretic,Life Staff,Rare,Tier V,500-600
Righteous Blessings,Life Staff,Epic,Tier V,500-600
Rime Covered Life Staff,Life Staff,Rare,Tier V,500-600
Oseguera's Disciple,Life Staff,Rare,Tier V,500-600
Open Hand,Life Staff,Epic,Tier V,500-600
Lifebinder,Life Staff,Legendary,Tier V,500-600
Newfound Longing,Life Staff,Epic,Tier V,500-600
Nightwatcher's Staff,Life Staff,Epic,Tier V,500-600
Miscalculations,Life Staff,Rare,Tier V,500-600
Permafrost Life Staff,Life Staff,Rare,Tier V,500-600
Malevolence's Will,Life Staff,Rare,Tier V,500-600
Living Crystal Life Staff,Life Staff,Epic,Tier V,500-600
Invader's Unholy Staff,Life Staff,Legendary,Tier V,500-600
Immaculate Life Staff,Life Staff,Rare,Tier V,500-600
Giver's Green Gift,Life Staff,Legendary,Tier V,500-600
Hidden Depths,Life Staff,Legendary,Tier V,500-600
Hope,Life Staff,Legendary,Tier V,500-600
Highborne's Staff,Life Staff,Rare,Tier V,500-600
Heart of Corruption,Life Staff,Epic,Tier V,500-600
Greatstaff of the Light's Judgement,Life Staff,Rare,Tier V,500-600
Greatstaff of Storm's Might,Life Staff,Rare,Tier V,500-600
Frozen Spellstaff,Life Staff,Rare,Tier V,500-600
Fiery Sermon,Life Staff,Rare,Tier V,500-600
Faedragon's Life Staff,Life Staff,Epic,Tier V,500-600
Formation of the Storm,Life Staff,Epic,Tier V,500-600
Fleshwoven Staff,Life Staff,Epic,Tier V,500-600
Edengrove's Hope,Life Staff,Epic,Tier V,500-600
Staff of Ignited Conflict,Fire Staff,Rare,Tier V,500-600
Staff of Greater Tribulation,Fire Staff,Legendary,Tier V,500-600
Dark Blessings,Life Staff,Rare,Tier V,500-600
Curious Bewitched Staff,Life Staff,Epic,Tier V,500-600
Conqueror's Mercy,Life Staff,Epic,Tier V,500-600
Courtier's Crescent Staff,Life Staff,Epic,Tier V,500-600
Edentide,Life Staff,Epic,Tier V,500-600
Staff of Fiery Torment,Fire Staff,Epic,Tier V,500-600
Baptism,Life Staff,Epic,Tier V,500-600
Calm of Cael,Life Staff,Uncommon,Tier V,500-600
Spellstaff of the Blue Flame,Fire Staff,Rare,Tier V,500-600
Spellstaff of Hellfire,Fire Staff,Epic,Tier V,500-600
Spellstaff of Heroic Sacrifice,Fire Staff,Uncommon,Tier V,500-600
Spellshower Shortstaff,Fire Staff,Epic,Tier V,500-600
Signum Phalarae,Fire Staff,Legendary,Tier V,500-600
Skeletal Staff of Torment,Fire Staff,Uncommon,Tier V,500-600
Spectral Fire Staff,Fire Staff,Epic,Tier V,500-600
Siren's Legato,Fire Staff,Legendary,Tier V,500-600
Singe of Corruption,Fire Staff,Rare,Tier V,500-600
Scorn,Fire Staff,Epic,Tier V,500-600
Scorched Earth,Fire Staff,Legendary,Tier V,500-600
Pyromaniac,Fire Staff,Epic,Tier V,500-600
Overheat,Fire Staff,Rare,Tier V,500-600
Singed Flesh,Fire Staff,Epic,Tier V,500-600
Overcooked Fire Staff,Fire Staff,Epic,Tier V,500-600
Obsidian Tipped Fire Staff,Fire Staff,Rare,Tier V,500-600
Meteoric Decimation,Fire Staff,Epic,Tier V,500-600
Ignition,Fire Staff,Epic,Tier V,500-600
Heretic,Fire Staff,Epic,Tier V,500-600
Lavabinder,Fire Staff,Epic,Tier V,500-600
Great Staff of the Royal Torturer,Fire Staff,Epic,Tier V,500-600
Forgotten Flame,Fire Staff,Epic,Tier V,500-600
Fuel to the Fire,Fire Staff,Rare,Tier V,500-600
Forest Fire,Fire Staff,Epic,Tier V,500-600
Forgelighter,Fire Staff,Rare,Tier V,500-600
Flamesworn Great Staff,Fire Staff,Epic,Tier V,500-600
"Caputah, Gaze of Serpens",Fire Staff,Epic,Tier V,500-600
Flames of the Breach,Fire Staff,Epic,Tier V,500-600
Flame of the Corrupted Keeper,Fire Staff,Epic,Tier V,500-600
Burning Void,Fire Staff,Epic,Tier V,500-600
Flamebound Spellstaff,Fire Staff,Epic,Tier V,500-600
Flame of Hephaestus,Fire Staff,Rare,Tier V,500-600
Fire Staff of the Frozen Guardian,Fire Staff,Rare,Tier V,500-600
Flamebreath,Fire Staff,Rare,Tier V,500-600
Ash to Dust,Fire Staff,Epic,Tier V,500-600
Awoken Ash Staff,Fire Staff,Uncommon,Tier V,500-600
Ashen Dark Staff,Fire Staff,Epic,Tier V,500-600
Tentacular Fire Staff,Fire Staff,Rare,Tier V,500-600
Ashen Curse,Fire Staff,Epic,Tier V,500-600
Insatiable Want,Fire Staff,Epic,Tier IV,500
Zealous Hatchet,Hatchet,Epic,Tier V,500-600
Wild Ambition,Hatchet,Epic,Tier V,500-600
Wavebound Hatchet,Hatchet,Epic,Tier V,500-600
Werewolf Hunter,Hatchet,Rare,Tier V,500-600
Virulent Edge,Hatchet,Epic,Tier V,500-600
Ultimate Clarity,Hatchet,Rare,Tier V,500-600
Violent Delight,Hatchet,Legendary,Tier V,500-600
The Quartermaster,Hatchet,Epic,Tier V,500-600
Tundra's Call,Hatchet,Rare,Tier V,500-600
The Butcher's Cleaver,Hatchet,Epic,Tier V,500-600
Timewarped Axe,Hatchet,Rare,Tier V,500-600
Tailchopper,Hatchet,Epic,Tier V,500-600
The Confidant,Hatchet,Epic,Tier V,500-600
Storm's Edge,Hatchet,Rare,Tier V,500-600
Silent Cry,Hatchet,Epic,Tier V,500-600
Shatterspike,Hatchet,Epic,Tier V,500-600
Shattered Dreams,Hatchet,Rare,Tier V,500-600
Revenge of the Fallen,Hatchet,Epic,Tier V,500-600
Scorpio Slasher,Hatchet,Rare,Tier V,500-600
Remnant of Before,Hatchet,Legendary,Tier V,500-600
Ona'thul,Hatchet,Rare,Tier V,500-600
Orion's Road,Hatchet,Rare,Tier V,500-600
Obsidian Reaver,Hatchet,Epic,Tier V,500-600
Natrual Order,Hatchet,Rare,Tier V,500-600
Spriggan's Claw,Hatchet,Epic,Tier V,500-600
Nyhart's Hatchet,Hatchet,Epic,Tier V,500-600
Nightweaver,Hatchet,Epic,Tier V,500-600
Diamondhead,Hatchet,Epic,Tier V,500-600
Desecrated Ceremonial Hatchet,Hatchet,Epic,Tier V,500-600
Dark Widow,Hatchet,Rare,Tier V,500-600
Daedalus,Hatchet,Epic,Tier V,500-600
Crawler's Cleaver,Hatchet,Epic,Tier V,500-600
Cultist's Cleaver,Hatchet,Epic,Tier V,500-600
Corpsebride's Cleaver,Hatchet,Epic,Tier V,500-600
Conquest,Hatchet,Legendary,Tier V,500-600
Corrupted Chopper,Hatchet,Rare,Tier V,500-600
Cobra-headed Hatchet,Hatchet,Epic,Tier V,500-600
"Ciradul, the Lazarine Warden",Hatchet,Epic,Tier V,500-600
Clean Conscious,Hatchet,Rare,Tier V,500-600
Buccaneer's Bounty,Hatchet,Epic,Tier V,500-600
Brittle Bones,Hatchet,Epic,Tier V,500-600
Chillwind Hatchet,Hatchet,Rare,Tier V,500-600
Bonechopper,Hatchet,Epic,Tier V,500-600
Avarice,Hatchet,Epic,Tier V,500-600
Balanos's Crystal Battleaxe,Hatchet,Rare,Tier V,500-600
Yeti Fur Recurve,Bow,Epic,Tier V,500-600
Alphabane,Hatchet,Epic,Tier V,500-600
Alakazham's Incantation,Hatchet,Epic,Tier V,500-600
Blood and Flesh,Hatchet,Epic,Tier V,500-600
Beyond Reason,Hatchet,Epic,Tier V,500-600
Widow's Kiss,Bow,Uncommon,Tier V,500-600
Warforged Compact Battlebow,Bow,Legendary,Tier V,500-600
Western Wind,Bow,Rare,Tier V,500-600
Truestrike,Bow,Legendary,Tier V,500-600
The Demon Lord's Bow,Bow,Uncommon,Tier V,500-600
Titanic Intent,Bow,Epic,Tier V,500-600
Longbow of the Rainbow Legion,Bow,Epic,Tier V,500-600
Lone Tracker's Bow,Bow,Legendary,Tier V,500-600
Longbow of the Earthmother,Bow,Uncommon,Tier V,500-600
Heartseeker,Bow,Epic,Tier V,500-600
Heart of the Greenwoods,Bow,Epic,Tier V,500-600
Hailstorm,Bow,Rare,Tier V,500-600
Gilded Recurve,Bow,Uncommon,Tier V,500-600
Herald's Signal Fire,Bow,Legendary,Tier V,500-600
Frost Bite,Bow,Uncommon,Tier V,500-600
Forked Tongue,Bow,Epic,Tier V,500-600
Herald's Signal Fire,Bow,Epic,Tier V,500-600
Forced Heir,Bow,Epic,Tier V,500-600
Fleshbinder's Recurve,Bow,Epic,Tier V,500-600
Ferocity of the Impaler,Bow,Epic,Tier V,500-600
Ferret's Firey Longbow,Bow,Rare,Tier V,500-600
Eternal Suffering,Bow,Uncommon,Tier V,500-600
Dreamseeker,Bow,Rare,Tier V,500-600
Fates Design,Bow,Epic,Tier V,500-600
End of Tyranny,Bow,Epic,Tier V,500-600
Dragon's Breath Bow,Bow,Rare,Tier V,500-600
Crestborne,Bow,Epic,Tier V,500-600
Dark Heart,Bow,Epic,Tier V,500-600
Constellation's Guide,Bow,Epic,Tier V,500-600
Comet's Light,Bow,Epic,Tier V,500-600
Bow of the Woods Demon,Bow,Epic,Tier V,500-600
Crow's Eye Bow,Bow,Epic,Tier V,500-600
Shot Across the Bow,Musket,Epic,Tier V,500-600
Bow of Dark Rebirth,Bow,Epic,Tier V,500-600
Bow of the Crystal Palace,Bow,Epic,Tier V,500-600
Bow of Good Fortune,Bow,Epic,Tier V,500-600
Bow of Arcane Sacrifice,Bow,Rare,Tier V,500-600
Bloodpiercer,Bow,Epic,Tier V,500-600
Second Death,Musket,Epic,Tier V,500-600
Second Son,Musket,Epic,Tier V,500-600
Rythia's Sin,Musket,Epic,Tier V,500-600
Scalp Sculptor,Musket,Rare,Tier V,500-600
Rifle of the Corrupted Keeper,Musket,Epic,Tier V,500-600
Rifle of Regret,Musket,Epic,Tier V,500-600
Queen's Shot,Musket,Epic,Tier V,500-600
Rifle of the Corrupted Abomination,Musket,Epic,Tier V,500-600
Prize Winning Rifle,Musket,Uncommon,Tier V,500-600
Powerful Fireshot,Musket,Uncommon,Tier V,500-600
Peace Broker,Musket,Epic,Tier V,500-600
Perfect Vision,Musket,Epic,Tier V,500-600
Noblewoman's Ogre Hunter,Musket,Epic,Tier V,500-600
Overseer's Regret,Musket,Legendary,Tier V,500-600
Pristine Sniper Rifle,Musket,Uncommon,Tier V,500-600
Overflowing Power,Musket,Epic,Tier V,500-600
Obsidian Shot,Musket,Uncommon,Tier V,500-600
Musket of the Snowy Reaches,Musket,Uncommon,Tier V,500-600
Musket of the Enchanted Wilds,Musket,Epic,Tier V,500-600
Blunderbuss of the Elder God,Musket,Epic,Tier V,500-600
Moonwalker's Rifle,Musket,Uncommon,Tier V,500-600
Mithril Longrifle,Musket,Epic,Tier V,500-600
Ironbark Blaster,Musket,Epic,Tier V,500-600
Magi's Emissary,Musket,Rare,Tier V,500-600
Kings's Folly,Musket,Epic,Tier V,500-600
Icebound Trueshot,Musket,Uncommon,Tier V,500-600
Immortal Handcannon,Musket,Uncommon,Tier V,500-600
Heat of the Moment,Musket,Rare,Tier V,500-600
Heirloom Musket,Musket,Epic,Tier V,500-600
Bloodlust,Musket,Epic,Tier V,500-600
Beast's Demise,Musket,Epic,Tier V,500-600
Beast of Burden,Musket,Epic,Tier V,500-600
Gutshot,Musket,Epic,Tier V,500-600
Harbinger of Ethereal Power,Musket,Rare,Tier V,500-600
Bad Intentions,Musket,Uncommon,Tier V,500-600
Greenkeeper's Blighted Hand Cannon,Musket,Epic,Tier V,500-600
