name,telephone,mail,website
MERVILLE TENNIS CLUB,0561061793,merville.tc@fft.fr,None
PINS JUSTARET VILLATE T.C,None,tcpinsjustaret@fft.fr,http://www.club.fft.fr/tcpinsjustaret
LIFT AND SLICE,0616994419,lstennis31@gmail.com,None
MONTGISCARD TENNIS CLUB,0785580168,tcmontgiscard@gmail.com,http://www.club.fft.fr/tcmontgiscard31
LIGUE OCCITANIE TENNIS,0562723200,ligueoccitanie.pyrenees@fft.fr,https://www.ligue.fft.fr/occitanie
LEVIGNAC TENNIS CLUB,None,tclevignac@fft.fr,http://www.club.fft.fr/tclevignac
LESPINASSE TENNIS CLUB,0567117816,lespinassetc@fft.fr,http://www.club.fft.fr/lespinassetc
LEGUEVIN TENNIS CLUB,0561076583,tennisclubleguevin@gmail.com,http://www.club.fft.fr/leguevintennisclub
LE VERNET TENNIS CLUB,0767236533,tclevernet31@hotmail.com,http://www.club.fft.fr/tennisclubvernet31
LHERM  TENNIS CLUB,0637879433,tc-lherm@fft.fr,http://www.club.fft.fr/lhermtennisclub31
MONTLAUR T.C,None,tcmontlaur@gmail.com,None
LAVALETTE A.S TENNIS CLUB,0561848311,tennis.lavalette@free.fr,None
LARRA TENNIS CLUB,None,larratc@fft.fr,http://club.fft.fr/larratc
LAPEYROUSE FOSSAT TENNIS CLUB,0674684713,romain.briquetpro@gmail.com,http://www.club.fft.fr/tclapeyrousefossat/
LAVERNOSE LACASSE T.C,0641347130,tclavernoselacasse@gmail.com,http://tcll.over-blog.com
LASSERRE PRADERE TENNIS CLUB,None,tennis.lasserre.pradere@gmail.com,None
LAUNAGUET RACING TENNIS CLUB,0952223766,tennisclublaunaguet@gmail.com,http://www.club.fft.fr/tclaunaguet_new/
LACROIX FALGARDE T.C,0664469055,tclf.contact@gmail.com,http://www.tclf31.toile-libre.org
LABEGE TENNIS CLUB,0562244606,tclabege@fft.fr,http://www.club.fft.fr/tclabege
LABARTHE/LEZE TENNIS CLUB,0760080331,tc.labarthe@gmail.com,http://tclabarthe.blogspot.fr/
LA POSTE ASPTT TOULOUSE,0561148605,tennis.toulouse@asptt.com,https://grandtoulouse.asptt.com
LAGARDELLE TENNIS CLUB,0682663045,None,None
L'HERS TENNIS CLUB,0561391000,clubdelhers@orange.fr,https://www.clubdelhers.fr
L'UNION TENNIS CLUB,0780087071,tennisclubdelunion@gmail.com,http://tennisclubdelunion.fr/
MAUZAC TENNIS CLUB,0679365183,mauzactc@gmail.com,http://club.quomodo.com/mauzactennisclub/
ISLE JOURDAIN TENNIS CLUB,0562072108,tclislejourdain@fft.fr,http://www.club.fft.fr/tclislejourdain
GREPIAC TENNIS CLUB,0561089720,grepiactennisclub@gmail.com,http://www.club.fft.fr/tcgrepiac
GRATENTOUR TENNIS CLUB,0534277436,tennisclub.gratentour@fft.fr,https://tennisclubgratentour.jimdo.com
JEUNESSE CITOYENNE SPORT ET LOISIRS,0534631446,tennisclubbellefontaine@yahoo.fr,http://tennisclubellefontaine.sportsregions.fr
LABASTIDE SAINT SERNIN T.C,0561300056,tclabastide@gmail.com,http://www.club.fft.fr/tennislabastide
GRAGNAGUE TENNIS CLUB,0561091214,None,None
GOYRANS TENNIS VILLAGE,0561763833,tgv-goyrans@laposte.net,http://www.club.fft.fr/tgv-goyrans/
FRONTON TENNIS CLUB,0950657674,tennisclubfronton@gmail.com,http://www.club.fft.fr/tennisclubdefronton
LA SALVETAT SAINT GILLES T.C,0686621764,tennisclubdelasalvetat@gmail.com,http://www.tennisclubsalvetain@fft.fr
MIREMONT TENNIS CLUB,None,tennis.miremont@gmail.com,None
FONSORBES TENNIS CLUB,0561912537,fonsorbes.tennis@fft.fr,http://www.club.fft.fr/fonsorbes.tennis/23310451
FROUZINS TENNIS CLUB,0561924011,tennisclubfrouzins@free.fr,http://www.club.fft.fr/tennisclubfrouzins
FONBEAUZARD TENNIS CLUB,0661236126,sylvia.bagur@gmail.com,http://www.tcfonbeauzard@free.fr
FENOUILLET TENNIS CLUB,0562751007,tcfenouillet@orange.fr,http://www.club.fft.fr/tcfenouillet31/
ESCALQUENS TENNIS CLUB,0561812428,tennis.escalquens@laposte.net,http://www.club.fft.fr/tcescalquens
FONTENILLES TENNIS CLUB,0633542640,contact@tennis-fontenilles.fr,https://tennis-fontenilles.fr/
GAGNAC  TENNIS CLUB,0782098731,tcgagnac@gmail.com,https://ballejaune.com/club/tcgagnac
EAUNES TENNIS CLUB DU PITOU,0614118741,tcpitou31@sfr.fr,http://www.club.fft.fr/tcpitoueaunes/
DREMIL LAFAGE TENNIS CLUB,0631748183,tcdremil@gmail.com,http://www.club.fft.fr/tc.dremit-lafage
EMULATION NAUTIQUE TENNIS CLUB,0561528679,emutoulouse@gmail.com,http://www.club-emulation.com/
CORNEBARRIEU TENNIS CLUB,0687802734,cornebarrieutennisclub@gmail.com,http://www.tenniscornebarrieu.com
CUGNAUX J.S TENNIS CLUB,0561921733,jsctennis@orange.fr,https://tennisclub-cugnaux.fr/
COLOMIERS U.S TENNIS CLUB,0561781678,uscolomierstennis@fft.fr,http://www.uscolomierstennis.com
DAUX TENNIS CLUB MUNICIPAL,0561852559,tcdaux31@orange.fr,None
CASTELNAU D'ESTRETEFONDS,0562106799,tennisclub.usce@yahoo.fr,http://www.club.fft.fr/tennisclubcastelnau
CASTELMAUROU TENNIS CLUB,None,jmtennis@free.fr,None
CENTRE DE LIGUE PYRENEES,0562723200,None,None
CEPET TENNIS CLUB,0632312598,tennisclubcepetois@orange.fr,None
CASTANET TOLOSAN TENNIS CLUB,0561817806,tenniscastanet@gmail.com,http://www.club.fft.fr/tenniscastanet/
CASTELGINEST TENNIS CLUB,0561708445,tenniscastelginest@free.fr,http://www.tennis-club-castelginest.com
BUZET TENNIS CLUB,0561844308,Buzet.tennis@gmail.com,None
BRUGUIERES TENNIS CLUB,0561820825,tennisclub.bruguieres@gmail.com,http://tcbruguieres.free.fr/
BRAX TENNIS CLUB,0561867025,tcbrax31@gmail.com,http://www.club.fft.fr/tcbrax
FLOURENS TENNIS CLUB,0561836792,tennis.flourens@gmail.com,https://www.facebook.com/pages/Tennis-Club-Flourens/442371929208925?fref=ts
BOULOC TENNIS CLUB,0683247081,tennisclub.bouloc@fft.fr,http://tcb310.wix.com/tcb31#
BONREPOS TENNIS CLUB,None,tcbonrepos@fft.fr,http://www.club.fft.fr/tcbonrepos
GRENADE TENNIS CLUB,0615747342,tcgrenade@gmail.com,https://www.facebook.com/search/top?q=Tennis%20Club%20de%20Grenade
BOURG SAINT BERNARD  T.C,None,tc.bourgsaintbernard@fft.fr,None
BLAGNAC TENNIS CLUB,0561712424,tcblagnac@fft.fr,https://www.blagnactennisclub.fr
BESSIERES TENNIS CLUB,None,bessieres.tennis.club@gmail.com,http://bessierestennis.wixsite.com/
BEAUPUY  TENNIS CLUB,0561846042,guerin.patrick31@orange.fr,None
C.N.E.S SPATIAL TENNIS CLUB,0561273926,tenniscnes@gmail.com,None
BEAUMONT/LEZE TENNIS CLUB,0567684720,tcb.beaumont@gmail.com,None
BAZIEGE TENNIS CLUB,0561278727,tennisclub.baziege@orange.fr,http://club-tennis-baziege.fr/
DONNEVILLE TENNIS CLUB,None,tcdonneville@gmail.com,https://tcdonneville.wixsite.com/tcdonneville
BEAUZELLE TENNIS CLUB,0612862165,tcbeauzelle@orange.fr,http://www.club.fft.fr/tcbeauzelle/
BALMA TENNIS CLUB,0561243515,tcbalma@gmail.com,http://tcbalma.fr
AUZEVILLE TENNIS CLUB,0561735602,tcauzeville@gmail.com,None
AUZIELLE-LAUZERVILLE TENNIS CLUB,0561399308,tc.auzielle-lauzerville@fft.fr,http://www.tennis-auzielle.fr
AUSSONNE TENNIS CLUB,0688555631,contact@tennis-aussonne.fr,None
AUTERIVE  TENNIS CLUB,0561505767,tennisauterive@gmail.com,https://m.facebook.comu003Etcauterive
AUCAMVILLE TENNIS CLUB,None,tcaucamville31@fft.fr,http://www.club.fft.fr/tcaucamville31
FOURQUEVAUX TENNIS CLUB,0673099090,contact@tennisfourquevaux.fr,https://www.tennisfourquevaux.fr/
ASAT TENNIS CLUB,0562112611,None,None
ARNAUNE TENNIS & OMNISPORTS,None,arnaune.tennis.association@gmail.com,http://www.arnaunetennisclub.fr
AS E.A.T TENNIS CLUB,0561487060,as.eat@orange.fr,http://www.aseat.fr
URBAN SOCCER LILLE LEZENNES,0320911111,gaetan.helbicq@urbansoccer.fr,https://www.urbansoccer.fr/urbanpadel/
COMITE HAUTE GARONNE TENNIS,0562577410,comite31@fft.fr,http://www.comite.fft.fr/haute-garonne/
WATTIGNIES OLYMPIQUE TC,0320960101,jmwaymel@esi-france.fr,http://www.tenniswattignies.fr/
WATTRELOS TC,0320832823,tenniswtc@yahoo.fr,http://www.wattrelos-tennis-club.fr/
AYGUESVIVES TENNIS CLUB,0684179462,tennisclubayguesvives@gmail.com,http://www.tennis-ayguesvives.fr
TENNIS COMPETITION  HOUPLINES,None,floriancarpentier@cegetel.net,http://tch.wifeo.com
U.S. TOURCOING,0320240404,durtestex@aol.com,http://www.tennis-tourcoing.com
TENNIS CLUB DE NIEPPE,0320489852,tennisclubnieppois@free.fr,http://www.club.fft.fr/tennisclubnieppois/
TENNIS CLUB DE LALLAING,0687550910,None,None
TU BONDUES,0320890909,tub@tubondues.fr,http://www.club.fft.fr/tubondues/
TC WILLEMS,None,willemstc@fft.fr,http://club.quomodo.com/willems_tennis_club
TCM TEMPLEUVE,0320043814,tcm.templeuve@fft.fr,None
TENNIS CLUB DE COUTICHES,None,TennisclubdeCoutiches@gmail.com,https://fr-fr.facebook.com/tennisclubdecoutiches/
TC WERVICQ,None,None,None
TC WAZIERS,0327997578,andre.janowski@sfr.fr,https://tcwaziers.clubeo.com
TC WASQUEHAL,0320738302,oliviermacarez@tennisclubwasquehal.fr,http://www.tennisclubwasquehal.fr/
TC VERLINGHEM,None,tcverlinghem@gmail.com,http://www.club.fft.fr/tcverlinghem
TC VIEUX-BERQUIN,None,plabis59232@gmail.com,None
TC WAMBRECHIES,0953145335,tennis.wambrechies@gmail.com,https://club.fft.fr/tcwambrechies
4PADEL,0561160606,colomiers@4padel.fr,https://www.4padel.fr/toulouse-colomiers/
TC TOUFFLERS,0320823040,tctoufflers@free.fr,http://tctoufflers.free.fr/
CARAMAN TENNIS CLUB,None,clubtenniscaraman@gmail.com,http://www.club.fft.fr/tennisclubcaraman
TC TEMPLEMARS,0762134230,templemars.tennis.club@gmail.com,https://www.facebook.com/Tennis-club-Templemars-624891197613918/
TC STEENWERCK,0667950255,tcsteenwerck@gmail.com,None
TC SIN LE NOBLE,0327940213,tc.sinlenoble@gmail.com,http://www.tcsinlenoble.com
TC VENDIN,0321422249,tennisclubvendinlevieil@gmail.com,http://club.quomodo.com/tennis-club-vendin-le-vieil
TC SANTES,0320501441,tcsantes@free.fr,http://www.tcsantes.fr
TC RONCHIN,0320880770,contact@tennis-club-ronchin.fr,http://www.tennis-club-ronchin.fr
TC ROOST-WARENDIN,0327872999,tennisclub.roostwarendin@orange.fr,http://www.club.fft.fr/tc.roost-warendin
TC RICHEBOURG - LA COUTURE,None,tc.richebourg.lacouture@gmail.com,http://www.club.fft.fr/tcrl.richebourg
TC SAILLY-SUR-LA-LYS,None,tc.saillylys@fft.fr,None
TC RONCQ,0320372139,tcroncq@fft.fr,http://club.fft.fr/tennisclubderoncq
TC RAIMBEAUCOURT,None,tcraimbeaucourt@gmail.com,http://tennisclubderaimbeaucourt.fr/
TC RACHES,None,christian.c@bbox.fr,None
TC QUESNOY SUR DEULE,0320786271,tcquesnoysien@fft.fr,http://club.fft.fr/tcq
TC PONT-A-MARCQ,None,tyran.christine@gmail.com,None
TC SEQUEDIN,0320076587,tcsequedin@gmail.com,http://www.club.fft.fr/tcsequedin
TC PHALEMPIN,0320328344,tcphalempin@fft.fr,http://www.club.fft.fr/tcphalempin_new
TC PERENCHIES,0687477186,tc.perenchies@fft.fr,http://tennis-perenchies.fr/
TC ORCHIES-PEVELE,0374692360,tcop59@gmail.com,http://www.club.fft.fr/tcorchiespevele
TC NOYELLES-SOUS-LENS,0652711146,None,None
TC SAINT ANDRE,0320408106,pecniquet@yahoo.fr,http://tc-sa.org
ASTRIUM TENNIS CLUB,0562196240,regis.harre@airbus.com,None
TC NOYELLES-LES-SECLIN,0320327737,tennisnoyellesseclin@fft.fr,https://tcnoyelleslesseclin.wordpress.com/
TC NEUF-BERQUIN,0328420654,huchette.dost@orange.fr,None
TC NOYELLES-GODAULT,0686995270,tcng62@gmail.com,https://fr-fr.facebook.com/tc.noyellesgodault
TC MONTIGNY-EN-GOHELLE,0321492592,11620177@fft.fr,None
TC MONS-EN-PEVELE,None,pierre.jankowiak@orange.fr,None
TC MERIGNIES,0320847907,contact@tcmerignies.fr,https://www.facebook.com/tennismerignies
TC MARCQ-EN-BAROEUL,0320316971,tcmarcq@wanadoo.fr,http://tcmarcq.fr
TC MERVILLE,0328496930,tennisclubmerville@yahoo.fr,https://www.facebook.com/Tennis-Club-Merville-1636441049923973/?eid=ARAdvbE30Tce7SCMJW8Uh5IQsS8tv9KGMhtIv-LVpY3Atgr1J1ugqIKucs4hZac4PZRwFInlFY79VBvv
TC OFFLARDE,0781045602,11620447@fft.fr,http://club.fft.fr/tc.offlarde
TC LYS-LEZ-LANNOY,0952059517,lystennis@fft.fr,http://www.lystennis.fr
TC LOOS-EN-GOHELLE,None,joel.lucas5@wanadoo.fr,None
TC LOOS,0320448542,tc.loos@aliceadsl.fr,http://www.club.fft.fr/tcloos
TC LILLOIS LILLE METROPOLE,0320384700,tennis-club.lillois@fft.fr,http://www.tcllm.fr/
TC LIBERCOURT,None,None,None
TC LESQUIN,0320879927,tennislesquin@gmail.com,None
TC LESTREM,0974766572,tennisclublestrem@outlook.fr,https://www.facebook.com/TcLestrem/?ref=bookmarks
TC LENS,0321438229,tennis.lens@fft.fr,http://www.club.fft.fr/tennis.lens
TC LA SECLINOISE,0320320618,11590022@fft.fr,None
TC LA CHAPELLE D'ARMENTIERES,0320358800,tcca@orange.fr,http://tennisclub-lachapelle.fr/
TC HOUPLIN ANCOISNE,0644771279,tennisclubhouplinancoisne@gmail.com,https://www.mairie-houplin-ancoisne.fr/sport/tennis/
TC HERLIES,0320291018,herlies.tennis-club@orange.fr,http://www.tcherlies.fr
TC HENIN BEAUMONT,0686279178,jmlapawa@yahoo.fr,http://www.tc-heninbeaumont.fr
TC HELLEMMOIS,0320339862,tchellemmes@orange.fr,https://ballejaune.com/club/tchellemmes
TC HARNES,0321497779,tcharnes62@bbox.fr,http://www.club.fft.fr/tcharnes
TC HALLUIN,0320239572,tc-halluin@fft.fr,https://www.club.fft.fr/tc.halluin
TC FRELINGHIEN,0681679273,tcfrelinghien@gmail.com,https://www.facebook.com/tcfrelinghien/
TC FLINES LES RACHES,0327891818,tcflines@gmail.com,https://www.facebook.com/tennis.flines.9/
TC FLERS-EN-ESCREBIEUX,None,None,None
TC FLANDRES - CROIX,0320723652,tennis-club.croix@wanadoo.fr,https://tennisclubdesflandres.fr/
TC FLANDRE-LYS,0328488661,tennisclub.flandrelys@gmail.com,https://www.facebook.com/tc.flandrelys
TC FLEURBAIX,None,contact@tennisclubfleurbaix.fr,http://tennisclubfleurbaix.fr
TC ERQUINGHEM,0320577180,tenniserquinghem@gmail.com,http://www.club.fft.fr/tc.erquinghem-lys
TC GONDECOURT,0951985084,tcgondecourt@gmail.com,https://tcgondecourt.fr/
TC EVIN-MALMAISON,0321770960,gege.dut@hotmail.fr,None
TC FACHES THUMESNIL,0781416335,tcft2012@gmail.com,http://tcft.fr
TC DOULIEU,0663778167,tcledoulieu@fft.fr,None
TC DOUVRIN,None,tennisclub.douvrin@gmail.com,https://tennisclubdedouvrin.jimdo.com/
TC DES SPORTS REUNIS DE LOMME DELIVRANCE,None,chretien.benoit@wanadoo.fr,http://www.srld-tennis.fr/
TC COURCELLES,0321770069,None,None
TC COURRIERES,0321496113,tenniscourrieres@gmail.com,http://www.club.fft.fr/tccourrieres
TC COMINES,None,None,None
TC BOIS GRENIER RADINGHEM,0320771510,tennis.boisgrenier.radinghem@gmail.com,None
TC BAUVIN/PROVIN,0772266419,contact@tennisclubbauvinprovin.fr,https://www.tennisclubbauvinprovin.fr/
TC CARVIN,0321407289,carvintennisclub@gmail.com,http://www.club.fft.fr/carvin
TC CHERENG,0320640297,tennischereng@gmail.com,http://www.tennischereng.com
TC BAISIEUX,0320437470,tcbaisieux@free.fr,http://www.tennisbaisieux.fr/
TC BAILLEUL,0328491826,tcb59@free.fr,https://sites.google.com/view/tcbailleul/accueil
TC AVION,0980967239,tennisclubavion@gmail.com,http://club.quomodo.com/tennisclubavion/accueil.html
TC AUBYGEOIS,0327907026,tcaubygeois@gmail.com,http://www.club.fft.fr/tc.auby
TC AVELIN,0320900332,None,None
TC ANNOEULLIN,0643416152,contact@tcannoeullin.fr,http://www.tcannoeullin.fr/
SAINGHIN TC,0950488672,club@sainghin-tennis.org,http://www.club.fft.fr/sainghin.tennis
SAINT-MICHEL SPORTS MARQUETTE,0963291878,infos.smsm@gmail.com,None
PADEL ATTITUDE,0320906185,contact@padel-attitude.com,http://www.padel-attitude.com
PREMESQUES TC,None,premesquestc@gmail.com,None
RACING TENNIS CLUB DE ROUBAIX,0320988054,contact@racing-tennis.fr,https://www.racing-tennis.fr/
OMNISPORTS SEC.TENNIS DE LEERS,0320020599,None,None
OSM LOMMOIS,0320096806,contact@osm-lommois-tennis-club.fr,http://www.osm-lommois-tennis-club.fr
LILLE UNIVERSITE CLUB,0320589191,contact@luc.asso.fr,https://www.luc.asso.fr
O.C.& LOIS.NEUVILLE-EN-FERRAIN,0676336755,ocltennis@outlook.fr,http://www.ocltennisnef.fr
LOMPRET TC,None,lomprettennis@gmail.com,None
NEW LAWN TC LAMBERSART,0320921041,newlawn1895@gmail.com,http://newlawn.fr
MONS TC,0320045005,mtc-monstennisclub@fft.fr,http://www.club.fft.fr/mons.tc/
LINSELLES TC,0320460659,11590112@fft.fr,http://www.club.fft.fr/tclinselles/
MAZINGARBE TC,0610550300,fombelle.michael@orange.fr,None
LIGUE HAUTS DE FRANCE TENNIS,0320818730,ligue.haustdefrance@fft.fr,http://www.ligue.fft.fr/hautsdefrance
LES CARABINIERS BILLY-MONTIGNY,0663276821,tennisbillymontigny@gmail.com,None
LE TILLEUL  TC,0632379442,tennis.club.tilleulais@gmail.com,None
LA RAQUETTE DE VILLENEUVE D'ASCQ,0320470963,la-raquette-va@fft.fr,http://www.laraquette.fr
FETE LE MUR LILLE,None,mokrane.mestour@fetelemur.com,https://fetelemur.com/implantation/lille/
HEM TC,0320803322,hemtennisclub@free.fr,https://www.hemtennisclub.fr/
LA MADELEINE T.C.,0362141726,pro.lmtc@fft.fr,http://www.lmtc.fr
FOS TENNIS VILLENEUVE D'ASCQ,0320054964,fostennis@wanadoo.fr,https://club.fft.fr/fostennis
ETOILE SPORTIVE OIGNIES,0321375674,None,None
COMITE NORD TENNIS,0320728781,cdnord@fft.fr,https://comite.fft.fr/nord/
EL PADEL CLUB,0320559114,contact@elpadelclub.com,http://www.elpadelclub.com
CLUB SPORT & LOISIRS GENDARMERIE VILLENEUVE D'ASCQ,0320559585,None,None
CS BRIGODE-VILLENEUVE D'ASCQ,0320916573,c.s.brigode@fft.fr,http://csbrigode.free.fr
CLUB ART & CULT VAUBAN : LILLE,0320318648,vauban.csa@neuf.fr,http://www.csacvauban.net
CLUB GREEN HAUBOURDIN TENNIS,0320501505,cghtennis@gmail.com,http://clubdetennishaubourdin.unblog.fr/
CLUB LEO LAGRANGE ARMENTIERES,None,csiemienski@yahoo.fr,http://www.tennis-armentieres.fr/
CLUB EMMERINOIS DE TENNIS,None,jeanclaude.vanelle@orange.fr,http://www.club.fft.fr/emmerin
CAMPHIN TC,0320150386,catherine.robbe@univ-lille1.fr,None
ASS.SP.ENTR. SAILLY-LEZ-LANNOY,0320821827,ases-sailly@orange.fr,None
AVANT-GARDE THUMERIES,0320869547,agt-tennis-thumeries@sfr.fr,None
BOUSBECQUE RAQUETTE TC,0320466413,debruynedelphine.brtc@gmail.com,None
ASSOCIATION SPORTIVE TENNIS BEUVRYGEOIS,0675865307,None,None
AS VICTOR HUGO : CROIX,0320728139,callewaertmichel@gmail.com,http://asvh.tcmanager.org
AS Englos,None,None,None
AT MOUVAUX,0320707595,contact@atmouvaux.com,http://www.atmouvaux.com
MONTRABE TENNIS CLUB,0561847487,tc.montrabe@fft.fr,http://www.club.fft.fr/tcmontrabe
QUINT FONSEGRIVES TENNIS CLUB,0561245920,tennis.tcqf@free.fr,http://tennis.tcqf.free.fr
NEYRON (TENNIS CLUB DE),0662574367,tennisneyron@gmail.com,http://club.quomodo.com/tcneyron
MONTANAY (TENNIS CLUB DE),0766208557,tennismontanay@googlemail.com,http://www.tcmontanay.fr
MONTLUEL (RACING CLUB DE),0478060974,rcmtennis@free.fr,http://rcmtennis.com
OZON TENNIS,0478020162,bureau.tennis.sso@gmail.com,http://www.ozontennis.fr
MORNANT TENNIS,0478197163,mornantennis@gmail.com,http://www.club.fft.fr/mornant.tennis
T.C CHEVALBLANAIS,0490719717,jujucb84@orange.fr,None
T.C VACQUEYRASSIEN,None,tcvacqueyras@hotmail.fr,http://www.club.fft.fr/tcvacqueyras
TENNIS CLUB 2 DU GROS MORNE,0696328243,None,None
SAINT ANDRE DE CORCY (TCM),None,tc.standredecorcy@gmail.com,http://www.tcsaintandredecorcy.com
T.C VENASQUE,0611451626,tennistcv@aol.com,http://club.fft.fr/tennis.venasque
MISERIEUX (TENNIS CLUB DE),0675212226,tennisclubmiserieux@gmail.com,http://club.quomodo.com/tennisclubmiserieux/
TENNIS DES REMPARTS SELESTAT,0388922243,tennisdesremparts.selestat@gmail.com,https://tennisdesremparts.fr
COMITE MANCHE TENNIS,0233039767,comite.manche@fft.fr,http://www.comite.fft.fr/manche
TENNIS CLUB DE SAINT-JOSEPH,0595579221,tcstjoseph@outlook.fr,None
TSINGONI TENNIS CLUB,0639202030,tsingonitennisclub@gmail.com,None
TENNIS CLUB DE PAMANDZI,0639257099,None,None
T.C. DE KAVANI,0269610958,tennisclubdekavani@gmail.com,http://tennisclubdekavani.com
CHERBOURG MARINE TC,0233925751,tennis.csam@orange.fr,https://www.facebook.com/tcmarinecherbourg
TENNIS CLUB BARBENTANE,None,tennisclubbarbentane@gmail.com,http://www.club.fft.fr/tennisclubbarbentane
LABATTOIR TENNIS CLUB,0699881762,labattoir.tennis.club976@gmail.com,https://www.facebook.com/labattoir.tennisclub
COMITE DEPARTEMENTAL DE TENNIS DE MAYOTTE,None,None,None
T.C. DE DZAOUDZI LABATTOIR,None,None,None
BEAUMONT HAGUE TC,0233526736,tchague@orange.fr,http://tchague.free.fr/
ASCUGRE TENNIS CLUB,0639038709,tennisclubkoropa@gmail.com,https://www.facebook.com/tennisclubkoropa/
AMICAL DE TENNIS DE OUANGANI,None,None,None
ROUSETTE TENNIS CLUB,None,ibra.ibou@gmail.com,None
NANTEUIL LES MEAUX TC,0164335272,tc.nanteuil@fft.fr,http://www.club.fft.fr/tc.nanteuil
T.C. BOISSY SOUS SAINT YON,0686554909,tcbuxeen@gmail.com,http://club.fft.fr/tc.boissy.sous.st.yon
FEROLLES TENNIS CLUB,0238597301,delphmessin@gmail.com,None
GUERARD TC,0164656130,tcguerard@fft.fr,http://www.tcguerard.com
GERMIGNY A G T,0783129151,None,http://www.club.fft.fr/tc.germigny-agt
T.C. SAINT CHERON,0782993899,tennisclubsaintcheron@gmail.com,http://tennisclubsaintcheronblog.wordpress.com
A.S. CHEPTAINVILLE,None,tennis.cheptainville@gmail.com,http://club.fft.fr/as.cheptainville/
VAL TENNIS SAINT GERMAIN,0688980404,valtennis@gmail.com,http://club.fft.fr/valtennis
VOEUIL ET GIGET TC,None,tc.voeuil@gmail.com,http://www.club.fft.fr/voeuil-giget
TC SAINT MARTIN BOULOGNE,0668943136,ppruvost62@gmail.com,http://tcsm62.org
VILLEFRANCHE TENNIS CLUB,0493011495,villefranchetenniscl@free.fr,https://fr-fr.facebook.com/VillefrancheSurMerTennisClub/
CMTVSA,0493654045,cmtvsa@free.fr,http://cmtvsa.fr
USCCA TENNIS,None,president@uscca-tennis.fr,http://www.uscca-tennis.fr/
TC WIMEREUX,0321324746,tennis-wimereux@fft.fr,http://www.club.fft.fr/tennis-wimereux
ULTRA COUNTRY CLUB,0647999018,info@sports-ultra.com,https://ballejaune.com/club/ultracountryclub
US CAGNES TENNIS,0493730252,contact@uscagnestennis.org,http://www.uscagnestennis.org
TOURRETTES TC,0493592552,tourrettes-tennis-club63@orange.fr,https://www.facebook.com/Tourrettes-tennis-club-597949370217136/
TENNIS PARC LE CANNET,0664946251,sylvainpivot@sfr.fr,http://www.parclecannet.com/
T.C ASSOCIATION PAYS MAZAMETAIN,0636141671,contact@tcapm.fr,http://www.tcapm.fr
SOREZE TENNIS CLUB,0648349613,tcs81540@gmail.com,https://www.facebook.com/Tennis-Club-Sor%C3%A9zien-114961599184126/
US BIACHE-SAINT-VAAST,None,adrien.thonon@yahoo.fr,None
TCC CALAIS,0674349345,tennisclubcalais@gmail.com,None
TC VERQUIGNEUL,None,gerard.macke@cegetel.net,None
T.C. SAINT SALVY,0563505229,None,None
VIVIERS T.C VIVIEROIS,None,None,None
TC TINCQUES,None,jb.courbois@gmail.com,None
TC SAINTE CATHERINE,0321583838,julien.tcsc@gmail.com,http://www.tcsc.fr
L'ISLE D'ABEAU TC,0474278368,idatennis@orange.fr,http://www.tcida.fr
EYZIN PINET TC,0474584876,tceyzin@gmail.com,https://www.facebook.com/tceyzinpinet/
TC LIEVIN,0960417152,tennisclublievin@gmail.com,http://www.club.fft.fr/tennis.club.lievin/
TC VITRY-EN-ARTOIS,0608473034,tc.vitryenartois@gmail.com,http://tennis-vitry-62.e-monsite.com/
TC GAP,0492539812,tennisclubgap@gmail.com,http://www.club.fft.fr/tcgap
AMPUIS TENNIS CLUB,None,ampuistennisclub@gmail.com,http://www.ampuistennisclub.fr
TC BATIE-NEUVE,0687294267,tclabatieneuve@gmail.com,http://www.facebook.com/tennisclublabatieneuve
SAINT ALBAN DE ROCHE T.C.,0474934770,chantalpech@wanadoo.fr,http://www.tennisclubsaintalban.com
TALLARD TENNIS CLUB,0614693014,tennisclub.tallard@gmail.com,None
COMITE HAUTES ALPES TENNIS,0967104809,comite05@fft.fr,http://www.comite.fft.fr/hautes-alpes
ASPTT GAP,0961351065,aspttgaptennis@orange.fr,http://www.gap.asptt.com
TC LAMBRES LEZ DOUAI,None,tennisclublambresien@gmail.com,None
ZOLA TC Nantes,0240465822,ztcnantes@gmail.com,https://www.facebook.com/ZTCNantes/?ref=bookmarks
VALLET TENNIS CLUB,None,vallet.tennis.club@gmail.com,http://vallet-tc.wixsite.com/vallet-tc
US BOUGUENAIS,0240269138,usbouguenais.tennis@gmail.com,http://usbtennis.fr/
US DE PONT SAINT MARTIN,None,secretariat.uspt@gmail.com,http://www.usp-tennis.fr
TENNIS ERDRE CHAPELAIN,0240725607,contact@techapelain.fr,http://techapelain.fr
TC ASPRES SUR BUECH,None,22050507@fft.fr,None
TENNIS NANTES BEAUJOIRE,None,tennisnantesbeaujoire@gmail.com,http://www.club.fft.fr/tennisnantesbeaujoire/
TC ST BONNET,0492500940,22050194@fft.fr,http://www.club.fft.fr/tcstbonnet
TC VEYNES,0640356503,22050152@fft.fr,http://www.club.fft.fr/tennisclubveynes
TENNIS CLUB MONTBERT,None,tennisclubmontbert@free.fr,None
VIC BIGORRE TENNIS CLUB,0562316327,tcvic65@gmail.com,http://www.club.fft.fr/tc.tennisclubvicquois/23650122_a/cms/index_public.php?us_
TENNIS CLUB PETIT MARS,None,tcpm44@gmail.com,None
