business_name,full_adress,zip_code,phone,license,job_cost,rating,reviews,website,url
sawbrush,"3 Foster Ave. Freeport, Maine, United States",04032,(207) 939-3238,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/sawbrush-pfvwus-pf~503433436
Demarco Building & Restoration,,None,,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/demarco-building-and-restoration-pfvwus-pf~973195490
Ioannis Zorzos,Greece,None,,None,None,None,None,None,https://www.houzz.com/hznb/professionals/general-contractors/ioannis-zorzos-pfvwus-pf~1384237194
Scorpion Group LLC,"18222 Flower Hill Way # 104 Gauthersburg, Maryland, United States",20879,(240) 793-6534,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5zY29ycGlvbmdyb3VwLmluZm8/f12f6919b2a34f40a40b7e058425e7ce/ue/NzU4OTY5/66007bcbdfd0edea9bce92ae9aaf9e94,https://www.houzz.com/professionals/general-contractors/scorpion-group-llc-pfvwus-pf~1291962613
McClure Contracting,"1144 Serpentine Drive S St. Petersburg Fl, Florida, United States",33705,(727) 417-5911,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5tY2NsdXJlcmVtb2RlbGluZy5jb20/043bc2fdf365066b9826b803e638ebee/ue/NzU4ODM3/08fe836fed32513fee4c61f29784a55f,https://www.houzz.com/professionals/general-contractors/mcclure-contracting-pfvwus-pf~1417791741
"Stonewood Homes, Ltd.","1101 Meriden Lane Austin, Texas, United States",78703,(512) 535-3900,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3N0b25ld29vZHRleGFzLmNvbQ/14ffdcc8a4c6fb6954877bfb77a5f5b3/ue/NzU5Njc2/6be6a17acc85c75cf28398264180ba57,https://www.houzz.com/professionals/general-contractors/stonewood-homes-ltd-pfvwus-pf~1199687880
"Great Spaces Home Improvement, Inc.","PO Box 6631 Vernon Hills, Illinois, United States",60061,(847) 913-0543,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5ncmVhdHNwYWNlc0hJLmNvbQ/22f5fd835662718c6f5f656d4e57fb6a/ue/NzU4OTg2/7d99985d9613ddd99ac8ff56d305514c,https://www.houzz.com/professionals/general-contractors/great-spaces-home-improvement-inc-pfvwus-pf~721537266
Aspen Builders,"9249 S. Broadway, Suite 200-165 Highlands Ranch, Colorado, United States",80129,(303) 471-4355,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5hYmNkZW52ZXIuY29t/69ce5372b81033dbecb88d4cbcdc4193/ue/NzU4NDc0/abb9715c48f8b8109539ca5e60d7ac35,https://www.houzz.com/professionals/general-contractors/aspen-builders-pfvwus-pf~721537170
"McClure Contracting, Inc.","SAINT PETERSBURG, United States",33705,(727) 954-4462,CBC-1254201,"$300,000 - 2 million",5.0,23,https://www.houzz.com/trk/aHR0cDovL3d3dy5tY2NsdXJlcmVtb2RlbGluZy5jb20/043bc2fdf365066b9826b803e638ebee/ue/NzU4NzA2/ef9c410a4f0394647f0f9a74fd3485d6,https://www.houzz.com/professionals/general-contractors/mcclure-contracting-inc-pfvwus-pf~1510066310
Elite Construction Services Inc.,"225 Ocean View Avenue Santa Cruz, California, United States",95062,(831) 234-5052,773506,None,5.0,24,https://www.houzz.com/trk/aHR0cDovL0Rpc2NvdmVyRWxpdGUuY29t/4c36e81893915401c0ec72fef00bc331/ue/NzYzMDQ4/8b129533cac5b74f1bbdbabb265333d8,https://www.houzz.com/professionals/general-contractors/elite-construction-services-inc-pfvwus-pf~1862388724
Phase Two,United States,None,,None,None,None,None,None,https://www.houzz.com/hznb/professionals/general-contractors/phase-two-pfvwus-pf~1795278958
Property Management Resources,United States,None,,None,None,None,None,None,https://www.houzz.com/hznb/professionals/general-contractors/property-management-resources-pfvwus-pf~1350683643
American door systems,"4705 N Sagebrook Ln unit A Appleton, Wisconsin, United States",54913,207305697,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5hbWVyaWNhbmRvb3JzeXN0ZW1zY29udHJvbHNyZXZpZXdzLmNvbS8/1d5b6c4fd70b374927c461ec95334cf3/ue/NzYwMjg2/335a7e203f7715686ae882e3edad3165,https://www.houzz.com/hznb/professionals/general-contractors/american-door-systems-pfvwus-pf~58837026
crockett carpentry,"8301 e 169th st south bixby, Oklahoma, United States",74008,(918) 313-9366,None,None,None,None,None,https://www.houzz.com/hznb/professionals/general-contractors/crockett-carpentry-pfvwus-pf~1761724519
"RT Home Improvement, Inc.","5908 grove st edina, Minnesota, United States",55436,(612) 669-4903,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5ydGNvbnN0cnVjdGlvbnNlcnZpY2VzLmNvbQ/156b14116232aa38b0dcc92ab0a08751/ue/NzYxNDc3/efd7a5ae08d60f8268dff1e5e7a21981,https://www.houzz.com/professionals/general-contractors/rt-home-improvement-inc-pfvwus-pf~880920661
I Can Do That For You!,"235 West 70th Street New York, New York, United States",10023,(212) 362-8692,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL2ljYW5kb3RoYXRmb3J5b3UuY29tLw/d832f506b950a2aa1056eac3e23ab494/ue/NzYxNjY1/878be72992f436813bee3682df38fcf1,https://www.houzz.com/professionals/general-contractors/i-can-do-that-for-you-pfvwus-pf~1006749769
MG Plumbing Inc,"9015 Ravenna Rd Twinsburg, Ohio, United States",44087,(216) 214-3614,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5tZ3BsdW1iaW5naW5jLmNvbQ/c93336dda0041d3741fddf6533948de9/ue/NzYyMjkz/cda3da1b8ac3da64b7bc2476109952e8,https://www.houzz.com/hznb/professionals/general-contractors/mg-plumbing-inc-pfvwus-pf~1417792421
Mahoney Construction,"153 Naples Rd. Brookline, Massachusetts, United States",02446,(617) 734-2293,None,None,4.0,1,None,https://www.houzz.com/professionals/general-contractors/mahoney-construction-pfvwus-pf~1577175148
Roscoe Interiors Inc.,"Roscoe, Illinois, United States",61073,(815) 847-0359,WI-1334776,"$3,000 - 65,000",4.2,5,https://www.houzz.com/trk/aHR0cDovL3d3dy5yb3Njb2VpbnRlcmlvcnMuY29t/0ee3768b83a425c0e1806353e2268595/ue/NzYzMTQz/b3c03f40890195270edaad26f3f438fa,https://www.houzz.com/professionals/general-contractors/roscoe-interiors-inc-pfvwus-pf~813812719
Hoien Const. Services LLC,"2181 155th Street Spirit Lake, United States",51360,(712) 320-4432,C117774,None,5.0,3,https://www.houzz.com/trk/aHR0cDovL3d3dy5ob2llbmNvbnN0LmNvbQ/0ca4cdc88c2a44fa47ae274726379a70/ue/NzYzNjMy/b1f2667898038072ec7c362bd6da84ea,https://www.houzz.com/professionals/general-contractors/hoien-const-services-llc-pfvwus-pf~1577176016
CA Design Build,"The Woodlands, Texas, United States",77380,(281) 949-6877,None,"$20,000 - 300,000",5.0,7,https://www.houzz.com/trk/aHR0cHM6Ly9jYWRlc2lnbmJ1aWxkLmhvdXp6c2l0ZS5jb20/abcfd60075acaa2ed3efa696d16e2d99/ue/NzYyNDQ2/01068612881f8cdd7b6cdc57e325d263,https://www.houzz.com/professionals/general-contractors/ca-design-build-pfvwus-pf~595708826
THINKPAINTING,"46 highland Taunton, Massachusetts, United States",02780,(508) 740-7001,None,"$500 - 50,000",4.8,24,https://www.houzz.com/trk/aHR0cDovL3d3dy50aGlua3BhaW50aW5nLm5ldA/a8a848f6482a105f5e6e5d9bf87596f8/ue/NzYzNDE5/f43f4b55c4e30d662c060f735451ee12,https://www.houzz.com/professionals/general-contractors/thinkpainting-pfvwus-pf~151112671
"Cameron C. Habel Construction, Inc.","3693 Lily St. Oakland, California, United States",94619,(510) 531-4090,None,None,4.9,19,https://www.houzz.com/trk/aHR0cDovL3d3dy5oYWJlbGNvbnN0cnVjdGlvbi5jb20/bf203283faedcd766f705b075cf1e6ab/ue/NzY1NDc4/4997e99a504b1c9d3703a4c33d65a483,https://www.houzz.com/professionals/general-contractors/cameron-c-habel-construction-inc-pfvwus-pf~1921108830
Russelburg  Construction, United States,42462,,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/russelburg-construction-pfvwus-pf~1040304968
Construction Concepts,"Pompano Beach, Florida, United States",33064,,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/construction-concepts-pfvwus-pf~1954663249
S&L Builders,"HOWELL, Michigan, United States",48843,,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5zYW5kbGJ1aWxkZXJzLmNvbS8/f640bf493ea2df33f495f7a0eb8d3a95/ue/NzY2MDI3/851b28a1316e883cd2597f19dd1b901f,https://www.houzz.com/professionals/general-contractors/sandl-builders-pfvwus-pf~687983291
Longleaf Building & Restoration Inc.,"1308 Broad Street Durham, North Carolina, United States",27701,(919) 619-3413,72868,"$50,000 - 300,000",None,None,https://www.houzz.com/trk/aHR0cDovL2xvbmdsZWFmYnVpbGRpbmcuY29t/a667acfe57a9d6a8878bb4cbd8122fbf/ue/NzYzODUx/35d2e2fc49afa63c0e0b07a8152eb911,https://www.houzz.com/professionals/general-contractors/longleaf-building-and-restoration-inc-pfvwus-pf~687983555
Cobblestone Homes,"Springdale, Arkansas, United States",72764,,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL2NvYmJsZXN0b25laG9tZXNyZWFsZXN0YXRlLmNvbS8/4f4814a4a8fc557f43b1717976cbbc47/ue/NzY1MTY4/ea4ccd328ff45aaa1a8f99420825f7fb,https://www.houzz.com/professionals/general-contractors/cobblestone-homes-pfvwus-pf~1577175920
Solex Construction Corp,"398-5158 48th Ave Delta, British Columbia V4K 5B6 Canada",None,(604) 628-6665,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5zb2xleGNvbnN0cnVjdGlvbi5jb20/daf23bbb5d7821f7c330259515155c47/ue/NzY1Njgw/a5e668b6a1d01023f8599e6fce70410a,https://www.houzz.com/professionals/general-contractors/solex-construction-corp-pfvwus-pf~1577175888
"Victory Consturction, Inc.","150 Easy Shopping Place Elkhart, Indiana, United States",46516,(574) 296-9905,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3ZpY3Rvcnljb25zdHJ1Y3Rpb24uY29t/27759c842f2535c32df379f0cca52b3a/ue/NzY1OTUx/ae6f97dbfb032e5774c77c7518f62c3c,https://www.houzz.com/professionals/general-contractors/victory-consturction-inc-pfvwus-pf~1099025219
DJM Contracting Ltd.,"2096 Second Ave Rossland, British Columbia V0G 1Y0 Canada",None,(250) 362-2151,None,None,5.0,1,https://www.houzz.com/trk/aHR0cDovL3d3dy5kam1jb250cmFjdGluZy5jb20/3e01a640b46e93c1c238ae58ace3a121/ue/NzY0MjI0/793c210ebbf0219c27596c71c0f8ff2d,https://www.houzz.com/professionals/general-contractors/djm-contracting-ltd-pfvwus-pf~1040304936
R.K. Fox Builders,"44 Waterline Dr S Mashpee, Massachusetts, United States",02649,(508) 477-9665,None,None,5.0,1,https://www.houzz.com/trk/aHR0cDovL3d3dy5ya2ZveGJ1aWxkZXJzLmNvbS9ob21l/4577e2c942753078ba66849a0f89980f/ue/NzY1MzA1/a5aa8f6a940605874786a537db520134,https://www.houzz.com/professionals/general-contractors/r-k-fox-builders-pfvwus-pf~1291963241
davidlitchfield,United States,None,,None,None,None,None,None,https://www.houzz.com/hznb/professionals/general-contractors/davidlitchfield-pfvwus-pf~1761725083
Robey Incorporated,"1634 Old Westminster Pike Westminster, Maryland, United States",21157,(410) 751-7788,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5yb2JleWluYy5jb20/1a39e9d5db33051745a3387db22c6730/ue/NzY0MzI3/e80943180eb049621a0acca9b28c2c52,https://www.houzz.com/professionals/general-contractors/robey-incorporated-pfvwus-pf~1887554343
Rommel Hearth and Outdoor,"123 West College Ave Salisbury, Maryland, United States",21804,(410) 543-1244,MHIC,"$3,000 - 45,000",5.0,2,https://www.houzz.com/trk/aHR0cDovL3JvbW1lbGhlYXJ0aGFuZG91dGRvb3IuY29t/df1fdfcfa793a2829f46e73f4f1b7301/ue/NzY0MzYy/443d7ccd3e082063bb732308718f2960,https://www.houzz.com/professionals/general-contractors/rommel-hearth-and-outdoor-pfvwus-pf~721537826
Grosser & Company Remodeling,"PO Box 75268 Fort Thomas, Kentucky, United States",41075,(859) 441-0012,None,"$ 500.00 - $ 500,000",3.0,2,https://www.houzz.com/trk/aHR0cDovL3d3dy5ncm9zc2VyY28uY29t/4dc0c789d5545d5737337facbbec506f/ue/NzY0NzQy/a8b342ef9a92b2658ab3578f6e5dc144,https://www.houzz.com/professionals/general-contractors/grosser-and-company-remodeling-pfvwus-pf~847366922
Island Builders Ltd.,"719 Skyview Victoria, British Columbia V9B 6G5 Canada",None,(250) 475-3569,BL-28-2013,None,5.0,4,https://www.houzz.com/trk/aHR0cDovL2hvbWVyZW5vdmF0aW9udmljdG9yaWEuY2E/7f20362574c6d2af22153a4f085f49b8/ue/MTUwNzE2NTY/5bb952765558e1ed704831f243692caf,https://www.houzz.com/professionals/general-contractors/island-builders-ltd-pfvwus-pf~1863265828
Pristine Environments Remodeling Specialist LLC,"Seattle, Washington United States",None,,None,None,4.0,1,https://www.houzz.com/trk/aHR0cDovL1ByaXN0aW5lZW52aXJvbm1lbnRzLmNvbQ/9d1b3a4e6097e64ed34c0d49b1c80606/ue/NzY2OTgz/041228f268aae189c98bd5f2d7bb66b5,https://www.houzz.com/hznb/professionals/general-contractors/pristine-environments-remodeling-specialist-llc-pfvwus-pf~813812479
"THE YELLOW ROSE,builders","5627 JACKSON ST. DEARBORN HTS, Michigan, United States",48125,(313) 919-9690,None,None,1.0,1,https://www.houzz.com/trk/aHR0cDovL3d3dy55ZWxsb3dyb3NlYnVpbGRlcnMuY29t/40e1d7d9de586393370e9b7afe60948c/ue/NzY4NzY0/a6f6889b831e112d48625b87f38193e0,https://www.houzz.com/professionals/general-contractors/the-yellow-rose-builders-pfvwus-pf~1199688208
R & R Homes Done Right,United States,None,,None,None,None,None,None,https://www.houzz.com/hznb/professionals/general-contractors/r-and-r-homes-done-right-pfvwus-pf~1325517424
Electrix LLC.,United States,None,,None,None,None,None,None,https://www.houzz.com/hznb/professionals/general-contractors/electrix-llc-pfvwus-pf~1258408506
"Innovative construction concepts, inc.","29936 Runiing Deer Lane Laguna Niguel, California, United States",92677,(714) 337-7578,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/innovative-construction-concepts-inc-pfvwus-pf~1166133833
Patricia. Mullally,"29 Cabot street Milton, Massachusetts, United States",02186,,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/patricia-mullally-pfvwus-pf~813812283
brocato properties,"po box 140143 grand rapids, Michigan, United States",49514,(616) 540-0517,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/brocato-properties-pfvwus-pf~1384237622
Todd Harrington,"Manlius, New York, United States",13104,,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/todd-harrington-pfvwus-pf~503433748
Sea Homes,"2229 Le Beau Lane Seabrook, Texas, United States",77586,(409) 502-1447,None,None,None,None,None,https://www.houzz.com/hznb/professionals/general-contractors/sea-homes-pfvwus-pf~1510066698
Krug Development,"4866 N CLARK ST #1N Chicago, Illinois, United States",60640,(773) 750-3706,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL2tydWdkZXZlbG9wbWVudC5jb20/f24e9b7f3f3fd6ea67ea9acfd0775f76/ue/NzY5Nzgz/af8f0496a4cb5fd8137289786306c879,https://www.houzz.com/professionals/general-contractors/krug-development-pfvwus-pf~1350683219
petri_84france,"Antoine Ré, Marseille France",13010,+33 6 86 61 38 94,None,None,None,None,None,https://www.houzz.com/hznb/professionals/general-contractors/petri-84france-pfvwfr-pf~1545212173
Hanten Home Improvement,"Omaha, Nebraska, United States",68118,,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3JvZ2Vyc25ld2hvbWVzLmNvbS8/d031ec41b24a28fbc273584d161d1d54/ue/NzY2NzM1/6b81d2fb04eb044346a7d024733b683a,https://www.houzz.com/professionals/general-contractors/hanten-home-improvement-pfvwus-pf~562154127
Full Circle Construction Inc.,"4040 Harriet Ave S Minneapolis, Minnesota, United States",55409,(612) 509-0629,CR595018,"$15,000 - 1 million",5.0,12,https://www.houzz.com/trk/aHR0cDovL2Z1bGxjaXJjbGVjb25zdHJ1Y3Rpb24ubmV0/9ffdaedad706e530c3c001216b1f5661/ue/NzY4Nzk2/735291ceb7ac3912163ad06167f9d811,https://www.houzz.com/professionals/general-contractors/full-circle-construction-inc-pfvwus-pf~125946380
"Klassen Remodeling & Design, Inc.","1385 Crescent Drive Elm Grove, Wisconsin, United States",53122,(262) 754-3770,Not,"$25,000 - 450,000",4.9,11,https://www.houzz.com/trk/aHR0cDovL0tsYXNzZW5SZW1vZGVsaW5nLmNvbQ/98906a103e16662fe89f426a48c86215/ue/NzcxMjEx/fd71361641be1f8c132095597adfb9ce,https://www.houzz.com/professionals/general-contractors/klassen-remodeling-and-design-inc-pfvwus-pf~687984119
"A. G. Builders, Inc","4400 N Federal Highway, Suite #30 Boca Raton, Florida, United States",33431,,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/a-g-builders-inc-pfvwus-pf~939642179
Ellis Homes llc.,"1426 Melody lane Grove, United States",74344,,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/ellis-homes-llc-pfvwus-pf~2013384003
FTPI Pty Ltd,Queensland 4105 Australia,None,,None,None,None,None,None,https://www.houzz.com/hznb/professionals/general-contractors/ftpi-pty-ltd-pfvwau-pf~1862389212
Spinning Plates,"PO Box 62 East Norwich, New York, United States",11732,(917) 319-9244,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5iYXl2aWxsZXBhc3NpdmVob3VzZS5jb20/af2ae617d92ed5ca03645f9969ba1105/ue/NzcxOTIz/41b4eafd92cd2e9d3aaa651b7a7fdc90,https://www.houzz.com/professionals/general-contractors/spinning-plates-pfvwus-pf~402771403
Bourmaudécoration,"12 rue du Fréval, Viarmes France",95270,+33 6 75 04 98 09,None,None,None,None,None,https://www.houzz.com/hznb/professionals/general-contractors/bourmaudecoration-pfvwfr-pf~471039637
XLC GROUP,"13521 SW 260TH LANE HOMESTEAD, Florida, United States",33032,(786) 650-9405,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/xlc-group-pfvwus-pf~469880145
Mitchell Building Company,"Post Box 31323 Seattle, Washington, United States",98103,,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/mitchell-building-company-pfvwus-pf~1510067590
Macomber Brothers Construction,"49 Coon Hill Road Colchester, Vermont, United States",05446,(802) 879-7363,None,None,5.0,1,None,https://www.houzz.com/professionals/general-contractors/macomber-brothers-construction-pfvwus-pf~2013384011
"DWYER CONSTRUCTION & DEVELOPMENT, INC.","Delray Beach, Florida, United States",33444,,CGC,None,None,None,None,https://www.houzz.com/professionals/general-contractors/dwyer-construction-and-development-inc-pfvwus-pf~1736560108
Affinity Building Solutions,"1162 West Terra Ln Ofallon, Missouri, United States",63366,,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL0FmZmluaXR5YnVpbGRpbmdzb2x1dGlvbnMuY29t/1a40c98eb09e4cc1f78e477a4cc7ff80/ue/Nzc0MTMz/474dd4a874fa493a1d47382f29860092,https://www.houzz.com/professionals/general-contractors/affinity-building-solutions-pfvwus-pf~1417792833
Mattila Homes,"PO Box 3064 Pasco, Washington, United States",99302,(509) 521-8232,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3RyaWNpdHlyZW1vZGVsLmNvbQ/62a1993e9352f31fd3ebad5cdf73619d/ue/NzcyMzk4/f97ed1ec01ab7b700e405c612bf95017,https://www.houzz.com/professionals/general-contractors/mattila-homes-pfvwus-pf~1669451054
Blum Construction,"Fremont, California, United States",94538,(408) 499-0723,B-693404,None,None,None,https://www.houzz.com/trk/aHR0cDovL2JsdW1jb25zdHJ1Y3Rpb24uY29t/86b87f9f4637ab88afbb0d1264375c26/ue/NzcwNDY2/92bcaab398bf955e3d87d764d9f89f54,https://www.houzz.com/professionals/general-contractors/blum-construction-pfvwus-pf~2046938534
"Bronze Hammer, LLC","Dalton, Georgia, United States",30720,(423) 716-8812,73925,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5icm9uemVoYW1tZXJjaGF0dC5jb20/32691d99e776ae5d7439c37fb9059d50/ue/MTUxMzA4MTc/6a36a73732ff51e4803f1075be14d058,https://www.houzz.com/professionals/general-contractors/bronze-hammer-llc-pfvwus-pf~1007624113
Kaufman Construction,"270 Old Chalk Bed Rd, United States",29006,,None,None,5.0,3,https://www.houzz.com/trk/aHR0cDovL3d3dy5rYXVmbWFuYnVpbGRlcnMuY29t/c7ae657072cd6ca556787057ab617cc0/ue/NzcxNTg2/310a2fffb79e6a6abc19ede246f18bfe,https://www.houzz.com/professionals/general-contractors/kaufman-construction-pfvwus-pf~973196766
Matt Porter,"Greenville, North Carolina, United States",27858,,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/matt-porter-pfvwus-pf~1258409866
Tommy's Place,Cairo Egypt,None,+20 100 161 0006,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/tommy-s-place-pfvwus-pf~1224854707
Buttendorf Building,"147 Pond Meadow Rd. Killingworth, Connecticut, United States",06419,(860) 663-1868,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5idXR0ZW5kb3JmLmNvbS8/27a9b09427520ae048f274205a501079/ue/Nzc2MzQz/9be81fac4e170d64765661a4851c9aa5,https://www.houzz.com/professionals/general-contractors/buttendorf-building-pfvwus-pf~276941879
Curtiss,United States,None,,None,None,None,None,None,https://www.houzz.com/hznb/professionals/general-contractors/curtiss-pfvwus-pf~2046938934
"Verrette Properties, LLC","797 Wellington Way LEXINGTON, Kentucky, United States",40503,(859) 621-1556,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/verrette-properties-llc-pfvwus-pf~377606128
KC Home Design Inc.,"1701 Queens Crossing Dr San Jose, California, United States",95132,(408) 726-2115,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL2JheWFyZWFob21lZmxpcHBlci53b3JkcHJlc3MuY29t/583a3b53f0855393326b1c4c7ae512cd/ue/Nzc0Njc0/3e755e1496fbc9aa63ab5bdbda35932e,https://www.houzz.com/professionals/general-contractors/kc-home-design-inc-pfvwus-pf~436325534
Donnelly Palma Construction,42 Watson st toronto m1c1e3 Canada,None,(416) 388-0946,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/donnelly-palma-construction-pfvwus-pf~721538878
Stiles and son !,"Diamond Bar, California, United States",91765,(909) 444-3939,None,None,5.0,1,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuZmFjZWJvb2suY29tL3N0aWxlc2FuZHNvbi8/3e188924c7137788fd9ac3484c6c57bf/ue/Nzc1MzYw/50b3cf995eb109e30eae1f16c49d4b6f,https://www.houzz.com/professionals/general-contractors/stiles-and-son-pfvwus-pf~1040305392
Esser Custom Cabinets,"3025 N. Grandview Ave. Dubuque, Iowa, United States",52001,None,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5lc3NlcmN1c3RvbWNhYmluZXRzLmNvbQ/112f10e8e5414dc934293a82d3fd002d/ue/Nzc1MjQ5/f21bf9f3eb1ac868b91204528b5b4467,https://www.houzz.com/professionals/general-contractors/esser-custom-cabinets-pfvwus-pf~469880057
Mountain Custom Homes Inc,"Asheville, North Carolina United States",None,(828) 779-1997,None,None,5.0,1,None,https://www.houzz.com/professionals/general-contractors/mountain-custom-homes-inc-pfvwus-pf~1736559716
A Plus Homework,"Lancaster, Pennsylvania, United States",17603,(717) 991-1662,None,None,5.0,8,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuYXBsdXNody5jb20/6b37724b9498aff1cb7c05071ec70a12/ue/Nzc0NzAy/218f065e530ef2a7e87f2830367db736,https://www.houzz.com/professionals/general-contractors/a-plus-homework-pfvwus-pf~1669450910
Metroplex Advisors,"Los Angeles, California United States",None,,None,None,None,None,None,https://www.houzz.com/professionals/general-contractors/metroplex-advisors-pfvwus-pf~1325518524
Millions services,United States,None,,None,None,None,None,None,https://www.houzz.com/hznb/professionals/general-contractors/millions-services-pfvwus-pf~1291964245
Raven Home Builders,"723 Industrial Park Dr. Suite 1 Evans, Georgia, United States",30809,(706) 228-3517,None,None,None,None,None,https://www.houzz.com/hznb/professionals/general-contractors/raven-home-builders-pfvwus-pf~503435120
"McClendon Builders, LLC","Nashville, Tennessee, United States",37215,(615) 269-0557,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5tY2NsZW5kb25idWlsZGVycy5jb20/41df5b46ed7ad0666c240b9a38da1e7b/ue/NzgxMjIz/2ee0c3264c6a29c5b3505b2b8ab28379,https://www.houzz.com/professionals/general-contractors/mcclendon-builders-llc-pfvwus-pf~1887555335
Brian Gream Design-Build-Renovate,"5415 Richard Ave. Dallas, Texas United States",None,(214) 542-6214,None,None,5.0,1,https://www.houzz.com/trk/aHR0cDovL3d3dy5iZ3JvbnRoZXdlYi5jb20/8f54849e8e70ca0ff8bc3f1855ab933f/ue/NzgyMzA3/bc48a48046882c56bef88716ef8e5daf,https://www.houzz.com/professionals/general-contractors/brian-gream-design-build-renovate-pfvwus-pf~2013384515
J.K.Best Construction Incorporated,"10663 LOVELAND MADEIRA ROAD LOVELAND, Ohio, United States",45140,(513) 239-8400,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL3d3dy5qa2Jlc3Rjb25zdHJ1Y3Rpb24uY29t/0bd997d4bae0aa5f0627606fe7a8f19e/ue/NzgyMzE4/72f06d0fd978a6717e721ca6f739c433,https://www.houzz.com/professionals/general-contractors/j-k-best-construction-incorporated-pfvwus-pf~1669451586
"Tree Line Builders, LLC","141 South College Avenue Suite 103 Fort Collins, Colorado, United States",80524,(970) 493-9127,None,"$200,000 - 5 million",None,None,https://www.houzz.com/trk/aHR0cDovL3RyZWVsaW5lYnVpbHQuY29tLw/9b6e92b5abc46cff8e044ae2a5eff34a/ue/NzgxOTk1/045d51cfd22a2a0a8551c8c6242363cc,https://www.houzz.com/professionals/general-contractors/tree-line-builders-llc-pfvwus-pf~1761726295
"Calvene, Inc","1434 W. WARNER AVENUE 2E CHICAGO, Illinois, United States",60613,(773) 617-3606,None,None,None,None,https://www.houzz.com/trk/aHR0cDovL2NhbHZlbmVpbmMuY29t/d0c7d4c6c88fec26260894ae83df8c30/ue/NzgyNTE3/9ab818d7546822fc2a96760e1d97e10f,https://www.houzz.com/professionals/general-contractors/calvene-inc-pfvwus-pf~1417793205
FullerHouse Remodeling,"Louisville, Colorado, United States",80027,(720) 940-9084,None,None,5.0,1,https://www.houzz.com/trk/aHR0cDovL3d3dy5mdWxsZXJob3VzZXJlbW9kZWxpbmcuY29t/ad8ccb6bdd477c17b5096543575bfc09/ue/NzgxOTg3/fd6aff7fd83895b97445a19a8c1acd09,https://www.houzz.com/professionals/general-contractors/fullerhouse-remodeling-pfvwus-pf~2013384535
Mastrianno Construction & Design llc.,"303 Wiggs St. Kennett, Missouri, United States",63857,(573) 888-7635,MO,$200 - $500K,5.0,2,https://www.houzz.com/trk/aHR0cDovL3d3dy50bWFzdGJ1aWxkLmJpeg/4a28c0a857f5ad5376aa9dfe1c7da7ff/ue/NzgxNDAz/63cdb68bbab13178c954ddd82a3916de,https://www.houzz.com/professionals/general-contractors/mastrianno-construction-and-design-llc-pfvwus-pf~151113595
Roeser Home Remodeling,"301 Sante Ave. St. Louis, Missouri, United States",63122,None,None,None,5.0,5,https://www.houzz.com/trk/aHR0cDovL1JvZXNlckNvbnN0cnVjdGlvbi5jb20/8df8efcb97064d6d17bab91312fcd9bc/ue/NzgwOTE5/81535fb206293dab6f09df36a0a7a33d,https://www.houzz.com/professionals/general-contractors/roeser-home-remodeling-pfvwus-pf~1350684443
